unique_reaction_id,original_reaction_id,source,reactant_0_fg_counts,reactant_0_num_atoms,reactant_0_num_bonds,reactant_0_MolWt,reactant_0_NumHDonors,reactant_0_NumHAcceptors,reactant_0_atom_features,reactant_0_bond_features,reactant_1_fg_counts,reactant_1_num_atoms,reactant_1_num_bonds,reactant_1_MolWt,reactant_1_NumHDonors,reactant_1_NumHAcceptors,reactant_1_atom_features,reactant_1_bond_features,product_0_num_atoms,product_0_num_bonds,product_0_MolWt,product_0_NumHDonors,product_0_NumHAcceptors,product_0_atom_features,product_0_bond_features,product_1_num_atoms,product_1_num_bonds,product_1_MolWt,product_1_NumHDonors,product_1_NumHAcceptors,product_1_atom_features,product_1_bond_features
1835,rxn_3213,ATLAS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,55.059999999999995,0,1,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 2: 1, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 1, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",3,2,40.065,0,0,"{'atom_type_counts': {6: 3}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {1: 1, 0: 1, 3: 1}, 'hybridization_counts': {'SP': 2, 'SP3': 1}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'triple': 1, 'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}",4,3,56.06799999999999,1,2,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",3,2,39.056999999999995,0,0,"{'atom_type_counts': {6: 3}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {1: 1, 0: 1, 2: 1}, 'hybridization_counts': {'SP': 2, 'SP3': 1}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'triple': 1, 'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}"
1836,rxn_3215,ATLAS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,55.059999999999995,0,1,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 2: 1, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",3,2,41.053,0,1,"{'atom_type_counts': {6: 2, 7: 1}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {3: 1, 0: 2}, 'hybridization_counts': {'SP3': 1, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12676333333333334)}","{'bond_type_counts': {'single': 1, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}",4,3,56.06799999999999,1,2,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",3,2,40.044999999999995,0,1,"{'atom_type_counts': {6: 2, 7: 1}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {2: 1, 0: 2}, 'hybridization_counts': {'SP3': 1, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12676333333333334)}","{'bond_type_counts': {'single': 1, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}"
1837,rxn_3216,ATLAS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,55.059999999999995,0,1,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 2: 1, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 1, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",3,2,44.053,0,1,"{'atom_type_counts': {6: 2, 8: 1}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {3: 1, 1: 1, 0: 1}, 'hybridization_counts': {'SP3': 1, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13340333333333332)}","{'bond_type_counts': {'single': 1, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}",4,3,56.06799999999999,1,2,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",3,2,43.044999999999995,0,1,"{'atom_type_counts': {6: 2, 8: 1}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {2: 1, 1: 1, 0: 1}, 'hybridization_counts': {'SP3': 1, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13340333333333332)}","{'bond_type_counts': {'single': 1, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}"
1838,rxn_3217,ATLAS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,55.059999999999995,0,1,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 2: 1, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 1, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",3,2,44.053,0,1,"{'atom_type_counts': {6: 2, 8: 1}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {3: 1, 1: 1, 0: 1}, 'hybridization_counts': {'SP3': 1, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13340333333333332)}","{'bond_type_counts': {'single': 1, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}",4,3,56.06799999999999,1,2,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",3,2,43.045,0,1,"{'atom_type_counts': {6: 2, 8: 1}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {3: 1, 0: 2}, 'hybridization_counts': {'SP3': 1, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13340333333333332)}","{'bond_type_counts': {'single': 1, 'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}"
1839,rxn_3218,ATLAS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,55.059999999999995,0,1,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 2: 1, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 1, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",3,2,45.041,1,1,"{'atom_type_counts': {7: 1, 6: 1, 8: 1}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {2: 1, 1: 1, 0: 1}, 'hybridization_counts': {'SP2': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.14005666666666663)}","{'bond_type_counts': {'single': 1, 'double': 1}, 'conjugated_bond_count': 2, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}",4,3,56.06799999999999,1,2,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",3,2,44.033,0,1,"{'atom_type_counts': {7: 1, 6: 1, 8: 1}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {1: 2, 0: 1}, 'hybridization_counts': {'SP2': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.14005666666666663)}","{'bond_type_counts': {'single': 1, 'double': 1}, 'conjugated_bond_count': 2, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}"
1840,rxn_3219,ATLAS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,55.059999999999995,0,1,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 2: 1, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 1, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",3,2,45.041,1,1,"{'atom_type_counts': {7: 1, 6: 1, 8: 1}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {2: 1, 1: 1, 0: 1}, 'hybridization_counts': {'SP2': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.14005666666666663)}","{'bond_type_counts': {'single': 1, 'double': 1}, 'conjugated_bond_count': 2, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}",4,3,56.06799999999999,1,2,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",3,2,44.033,1,1,"{'atom_type_counts': {7: 1, 6: 1, 8: 1}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {2: 1, 0: 2}, 'hybridization_counts': {'SP2': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.14005666666666663)}","{'bond_type_counts': {'single': 1, 'double': 1}, 'conjugated_bond_count': 2, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}"
1841,rxn_3220,ATLAS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,55.059999999999995,0,1,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 2: 1, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 1, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",3,3,44.053,0,1,"{'atom_type_counts': {6: 2, 8: 1}, 'num_bonds_counts': {2: 3}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {2: 2, 0: 1}, 'hybridization_counts': {'SP3': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13340333333333332)}","{'bond_type_counts': {'single': 3}, 'conjugated_bond_count': 0, 'ring_bond_count': 3, 'stereo_counts': {'none': 3}}",4,3,56.06799999999999,1,2,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",3,3,43.045,0,1,"{'atom_type_counts': {6: 2, 8: 1}, 'num_bonds_counts': {2: 3}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {1: 1, 2: 1, 0: 1}, 'hybridization_counts': {'SP3': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13340333333333332)}","{'bond_type_counts': {'single': 3}, 'conjugated_bond_count': 0, 'ring_bond_count': 3, 'stereo_counts': {'none': 3}}"
1842,rxn_3221,ATLAS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,55.059999999999995,0,1,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 2: 1, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 2, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,50.059999999999995,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 2, 0: 2}, 'hybridization_counts': {'SP': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'triple': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",4,3,56.06799999999999,1,2,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",4,3,49.052,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {0: 3, 1: 1}, 'hybridization_counts': {'SP': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'triple': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
1843,rxn_3222,ATLAS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,55.059999999999995,0,1,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 2: 1, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 1, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,51.047999999999995,0,1,"{'atom_type_counts': {6: 3, 7: 1}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 0: 3}, 'hybridization_counts': {'SP': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.1251)}","{'bond_type_counts': {'triple': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",4,3,56.06799999999999,1,2,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",4,3,50.04,0,1,"{'atom_type_counts': {6: 3, 7: 1}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {0: 4}, 'hybridization_counts': {'SP': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.1251)}","{'bond_type_counts': {'triple': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
1844,rxn_3223,ATLAS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,55.059999999999995,0,1,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 2: 1, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 1, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 1, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,54.048,0,1,"{'atom_type_counts': {6: 3, 8: 1}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 2, 0: 2}, 'hybridization_counts': {'SP': 2, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008)}","{'bond_type_counts': {'triple': 1, 'single': 1, 'double': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",4,3,56.06799999999999,1,2,"{'atom_type_counts': {7: 2, 6: 2}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 2}, 'hybridization_counts': {'SP3': 2, 'SP': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008999999999998)}","{'bond_type_counts': {'single': 2, 'triple': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",4,3,53.04,0,1,"{'atom_type_counts': {6: 3, 8: 1}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 0: 3}, 'hybridization_counts': {'SP': 2, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.13008)}","{'bond_type_counts': {'triple': 1, 'single': 1, 'double': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
