reaction,reactant_0,reactant_1,product_0,product_1
reaction_2239,C[CH]S,CC(C=S)S,CCS,C[C](C=S)S
reaction_2240,C[C](S)C,CC(C=S)S,CC(S)C,C[C](C=S)S
reaction_2241,CC(C=S)S,[CH2]C=S,CC=S,C[C](C=S)S
reaction_2242,CC(C=S)S,C[CH]C=S,CCC=S,C[C](C=S)S
reaction_2243,CC(C=S)S,S=C[C](C)C,S=CC(C)C,C[C](C=S)S
reaction_2244,S[C]=C,CC(C=S)S,SC=C,C[C](C=S)S
reaction_2245,CC(C=S)S,C=[C]C=S,C=CC=S,C[C](C=S)S
reaction_2246,S[CH]C=C,CC(C=S)S,SCC=C,C[C](C=S)S
reaction_2247,C[C](C=C)S,CC(C=S)S,CC(C=C)S,C[C](C=S)S
reaction_2248,S[CH]C=S,CC(C=S)S,SCC=S,C[C](C=S)S
reaction_2249,S[CH]C#C,CC(C=S)S,SCC#C,C[C](C=S)S
reaction_2250,C[C](C#C)S,CC(C=S)S,CC(C#C)S,C[C](C=S)S
reaction_2251,S[CH][C]1[CH][CH][CH][CH][CH]1,CC(C=S)S,SC[C]1[CH][CH][CH][CH][CH]1,C[C](C=S)S
reaction_2252,C[C]([C]1[CH][CH][CH][CH][CH]1)S,CC(C=S)S,CC([C]1[CH][CH][CH][CH][CH]1)S,C[C](C=S)S
reaction_2253,[CH]=S,CC(C=S)S,C=S,C[C](C=S)S
reaction_2254,CC(C=S)S,C[C]=S,CC=S,C[C](C=S)S
reaction_2255,S[C]=S,CC(C=S)S,SC=S,C[C](C=S)S
reaction_2256,CC(C=S)S,C=C[C]=S,C=CC=S,C[C](C=S)S
reaction_2257,S=[C]C#C,CC(C=S)S,S=CC#C,C[C](C=S)S
reaction_2258,[H],SCC=S,[H][H],S[CH]C=S
reaction_2259,SCC=S,[CH3],C,S[CH]C=S
reaction_2260,SCC=S,C[CH2],CC,S[CH]C=S
reaction_2261,SCC=S,C[CH]C,CCC,S[CH]C=S
reaction_2262,SCC=S,C[C](C)C,CC(C)C,S[CH]C=S
reaction_2263,SCC=S,[CH2]C=C,C=CC,S[CH]C=S
reaction_2264,SCC=S,C=C[CH]C,C=CCC,S[CH]C=S
reaction_2265,SCC=S,C=C[C](C)C,C=CC(C)C,S[CH]C=S
reaction_2266,SCC=S,C=C[CH]C=C,C=CCC=C,S[CH]C=S
reaction_2267,SCC=S,C=C[C](C)C=C,C=CC(C)C=C,S[CH]C=S
reaction_2268,C#C[CH2],SCC=S,C#CC,S[CH]C=S
reaction_2269,C#C[C]=C,SCC=C,C#CC=C,S[CH]C=C
reaction_2270,C#C[CH]C,SCC=S,C#CCC,S[CH]C=S
reaction_2271,C#C[C](C)C,SCC=S,C#CC(C)C,S[CH]C=S
reaction_2272,C#C[CH]C#C,SCC=S,C#CCC#C,S[CH]C=S
reaction_2273,C#C[C](C)C#C,SCC=S,C#CC(C)C#C,S[CH]C=S
reaction_2274,SCC=S,[CH2]c1ccccc1,Cc1ccccc1,S[CH]C=S
reaction_2275,SCC=S,C[CH]c1ccccc1,CCc1ccccc1,S[CH]C=S
reaction_2276,SCC=S,C[C](C)c1ccccc1,CC(C)c1ccccc1,S[CH]C=S
reaction_2277,[CH]=C,SCC=S,C=C,S[CH]C=S
reaction_2278,SCC=S,C=[C]C,C=CC,S[CH]C=S
reaction_2279,SCC=S,C=[C]C=C,C=CC=C,S[CH]C=S
reaction_2280,SCC=S,[c]1ccccc1,c1ccccc1,S[CH]C=S
reaction_2281,[CH]=C=C,SCC=S,C=C=C,S[CH]C=S
reaction_2282,[CH2]S,SCC=S,CS,S[CH]C=S
reaction_2283,C[CH]S,SCC=S,CCS,S[CH]C=S
reaction_2284,C[C](S)C,SCC=S,CC(S)C,S[CH]C=S
reaction_2285,SCC=S,[CH2]C=S,CC=S,S[CH]C=S
reaction_2286,SCC=S,C[CH]C=S,CCC=S,S[CH]C=S
reaction_2287,SCC=S,S=C[C](C)C,S=CC(C)C,S[CH]C=S
reaction_2288,S[C]=C,SCC=S,SC=C,S[CH]C=S
reaction_2289,SCC=S,C=[C]C=S,C=CC=S,S[CH]C=S
reaction_2290,S[CH]C=C,SCC=S,SCC=C,S[CH]C=S
reaction_2291,C[C](C=C)S,SCC=S,CC(C=C)S,S[CH]C=S
reaction_2292,C[C](C=S)S,SCC=S,CC(C=S)S,S[CH]C=S
reaction_2293,S[CH]C#C,SCC=S,SCC#C,S[CH]C=S
reaction_2294,C[C](C#C)S,SCC=S,CC(C#C)S,S[CH]C=S
reaction_2295,S[CH][C]1[CH][CH][CH][CH][CH]1,SCC=S,SC[C]1[CH][CH][CH][CH][CH]1,S[CH]C=S
reaction_2296,C[C]([C]1[CH][CH][CH][CH][CH]1)S,SCC=S,CC([C]1[CH][CH][CH][CH][CH]1)S,S[CH]C=S
reaction_2297,[CH]=S,SCC=S,C=S,S[CH]C=S
reaction_2298,SCC=S,C[C]=S,CC=S,S[CH]C=S
reaction_2299,S[C]=S,SCC=S,SC=S,S[CH]C=S
reaction_2300,SCC=S,C=C[C]=S,C=CC=S,S[CH]C=S
reaction_2301,S=[C]C#C,SCC=S,S=CC#C,S[CH]C=S
reaction_2302,C#C[C]=C,CC(C=S)S,C#CC=C,C[C](C=S)S
reaction_2303,[H],SCC#C,[H][H],S[CH]C#C
reaction_2304,SCC#C,[CH3],C,S[CH]C#C
reaction_2305,SCC#C,C[CH2],CC,S[CH]C#C
reaction_2306,SCC#C,C[CH]C,CCC,S[CH]C#C
reaction_2307,SCC#C,C[C](C)C,CC(C)C,S[CH]C#C
reaction_2308,SCC#C,[CH2]C=C,C=CC,S[CH]C#C
reaction_2309,SCC#C,C=C[CH]C,C=CCC,S[CH]C#C
reaction_2310,SCC#C,C=C[C](C)C,C=CC(C)C,S[CH]C#C
reaction_2311,SCC#C,C=C[CH]C=C,C=CCC=C,S[CH]C#C
reaction_2312,SCC#C,C=C[C](C)C=C,C=CC(C)C=C,S[CH]C#C
reaction_2313,SCC#C,C#C[CH2],C#CC,S[CH]C#C
reaction_2314,SCC#C,C#C[CH]C,C#CCC,S[CH]C#C
reaction_2315,C#C[C](C)C,SCC#C,C#CC(C)C,S[CH]C#C
reaction_2316,C#C[C]=C,SCC=S,C#CC=C,S[CH]C=S
reaction_2317,SCC#C,C#C[CH]C#C,C#CCC#C,S[CH]C#C
reaction_2318,SCC#C,C#C[C](C)C#C,C#CC(C)C#C,S[CH]C#C
reaction_2319,SCC#C,[CH2]c1ccccc1,Cc1ccccc1,S[CH]C#C
reaction_2320,SCC#C,C[CH]c1ccccc1,CCc1ccccc1,S[CH]C#C
reaction_2321,SCC#C,C[C](C)c1ccccc1,CC(C)c1ccccc1,S[CH]C#C
reaction_2322,SCC#C,[CH]=C,C=C,S[CH]C#C
reaction_2323,SCC#C,C=[C]C,C=CC,S[CH]C#C
reaction_2324,SCC#C,C=[C]C=C,C=CC=C,S[CH]C#C
reaction_2325,SCC#C,[c]1ccccc1,c1ccccc1,S[CH]C#C
reaction_2326,SCC#C,[CH]=C=C,C=C=C,S[CH]C#C
reaction_2327,SCC#C,[CH2]S,CS,S[CH]C#C
reaction_2328,SCC#C,C[CH]S,CCS,S[CH]C#C
reaction_2329,SCC#C,C[C](S)C,CC(S)C,S[CH]C#C
reaction_2330,SCC#C,[CH2]C=S,CC=S,S[CH]C#C
reaction_2331,SCC#C,C[CH]C=S,CCC=S,S[CH]C#C
reaction_2332,SCC#C,S=C[C](C)C,S=CC(C)C,S[CH]C#C
reaction_2333,S[C]=C,SCC#C,SC=C,S[CH]C#C
reaction_2334,SCC#C,C=[C]C=S,C=CC=S,S[CH]C#C
reaction_2335,SCC#C,S[CH]C=C,SCC=C,S[CH]C#C
reaction_2336,SCC#C,C[C](C=C)S,CC(C=C)S,S[CH]C#C
reaction_2337,SCC#C,S[CH]C=S,SCC=S,S[CH]C#C
reaction_2338,SCC#C,C[C](C=S)S,CC(C=S)S,S[CH]C#C
reaction_2339,C[C](C#C)S,SCC#C,CC(C#C)S,S[CH]C#C
reaction_2340,SCC#C,S[CH][C]1[CH][CH][CH][CH][CH]1,SC[C]1[CH][CH][CH][CH][CH]1,S[CH]C#C
reaction_2341,SCC#C,C[C]([C]1[CH][CH][CH][CH][CH]1)S,CC([C]1[CH][CH][CH][CH][CH]1)S,S[CH]C#C
reaction_2342,[CH]=S,SCC#C,C=S,S[CH]C#C
reaction_2343,SCC#C,C[C]=S,CC=S,S[CH]C#C
reaction_2344,S[C]=S,SCC#C,SC=S,S[CH]C#C
reaction_2345,SCC#C,C=C[C]=S,C=CC=S,S[CH]C#C
reaction_2346,SCC#C,S=[C]C#C,S=CC#C,S[CH]C#C
reaction_2347,[H],CC(C#C)S,[H][H],C[C](C#C)S
reaction_2348,CC(C#C)S,[CH3],C,C[C](C#C)S
reaction_2349,CC(C#C)S,C[CH2],CC,C[C](C#C)S
reaction_2350,CC(C#C)S,C[CH]C,CCC,C[C](C#C)S
reaction_2351,CC(C#C)S,C[C](C)C,CC(C)C,C[C](C#C)S
reaction_2352,CC(C#C)S,[CH2]C=C,C=CC,C[C](C#C)S
reaction_2353,CC(C#C)S,C=C[CH]C,C=CCC,C[C](C#C)S
reaction_2354,CC(C#C)S,C=C[C](C)C,C=CC(C)C,C[C](C#C)S
reaction_2355,CC(C#C)S,C=C[CH]C=C,C=CCC=C,C[C](C#C)S
reaction_2356,CC(C#C)S,C=C[C](C)C=C,C=CC(C)C=C,C[C](C#C)S
reaction_2357,C#C[CH2],CC(C#C)S,C#CC,C[C](C#C)S
reaction_2358,CC(C#C)S,C#C[CH]C,C#CCC,C[C](C#C)S
reaction_2359,C#C[C](C)C,CC(C#C)S,C#CC(C)C,C[C](C#C)S
reaction_2360,CC(C#C)S,C#C[CH]C#C,C#CCC#C,C[C](C#C)S
reaction_2361,C#C[C](C)C#C,CC(C#C)S,C#CC(C)C#C,C[C](C#C)S
reaction_2362,CC(C#C)S,[CH2]c1ccccc1,Cc1ccccc1,C[C](C#C)S
reaction_2363,CC(C#C)S,C[CH]c1ccccc1,CCc1ccccc1,C[C](C#C)S
reaction_2364,CC(C#C)S,C[C](C)c1ccccc1,CC(C)c1ccccc1,C[C](C#C)S
reaction_2365,CC(C#C)S,[CH]=C,C=C,C[C](C#C)S
reaction_2366,CC(C#C)S,C=[C]C,C=CC,C[C](C#C)S
reaction_2367,CC(C#C)S,C=[C]C=C,C=CC=C,C[C](C#C)S
reaction_2368,CC(C#C)S,[c]1ccccc1,c1ccccc1,C[C](C#C)S
reaction_2369,CC(C#C)S,[CH]=C=C,C=C=C,C[C](C#C)S
reaction_2370,CC(C#C)S,[CH2]S,CS,C[C](C#C)S
reaction_2371,CC(C#C)S,C[CH]S,CCS,C[C](C#C)S
reaction_2372,CC(C#C)S,C[C](S)C,CC(S)C,C[C](C#C)S
reaction_2373,CC(C#C)S,[CH2]C=S,CC=S,C[C](C#C)S
reaction_2374,CC(C#C)S,C[CH]C=S,CCC=S,C[C](C#C)S
reaction_2375,CC(C#C)S,S=C[C](C)C,S=CC(C)C,C[C](C#C)S
reaction_2376,S[C]=C,CC(C#C)S,SC=C,C[C](C#C)S
reaction_2377,CC(C#C)S,C=[C]C=S,C=CC=S,C[C](C#C)S
reaction_2378,CC(C#C)S,S[CH]C=C,SCC=C,C[C](C#C)S
reaction_2379,CC(C#C)S,C[C](C=C)S,CC(C=C)S,C[C](C#C)S
reaction_2380,CC(C#C)S,S[CH]C=S,SCC=S,C[C](C#C)S
reaction_2381,CC(C#C)S,C[C](C=S)S,CC(C=S)S,C[C](C#C)S
reaction_2382,CC(C#C)S,S[CH]C#C,SCC#C,C[C](C#C)S
reaction_2383,CC(C#C)S,S[CH][C]1[CH][CH][CH][CH][CH]1,SC[C]1[CH][CH][CH][CH][CH]1,C[C](C#C)S
reaction_2384,CC(C#C)S,C[C]([C]1[CH][CH][CH][CH][CH]1)S,CC([C]1[CH][CH][CH][CH][CH]1)S,C[C](C#C)S
reaction_2385,[CH]=S,CC(C#C)S,C=S,C[C](C#C)S
reaction_2386,CC(C#C)S,C[C]=S,CC=S,C[C](C#C)S
reaction_2387,S[C]=S,CC(C#C)S,SC=S,C[C](C#C)S
reaction_2388,CC(C#C)S,C=C[C]=S,C=CC=S,C[C](C#C)S
reaction_2389,S=[C]C#C,CC(C#C)S,S=CC#C,C[C](C#C)S
reaction_2390,[H],SC[C]1[CH][CH][CH][CH][CH]1,[H][H],S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2391,SC[C]1[CH][CH][CH][CH][CH]1,[CH3],C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2392,SC[C]1[CH][CH][CH][CH][CH]1,C[CH2],CC,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2393,SC[C]1[CH][CH][CH][CH][CH]1,C[CH]C,CCC,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2394,SC[C]1[CH][CH][CH][CH][CH]1,C[C](C)C,CC(C)C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2395,SC[C]1[CH][CH][CH][CH][CH]1,[CH2]C=C,C=CC,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2396,SC[C]1[CH][CH][CH][CH][CH]1,C=C[CH]C,C=CCC,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2397,SC[C]1[CH][CH][CH][CH][CH]1,C=C[C](C)C,C=CC(C)C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2398,SC[C]1[CH][CH][CH][CH][CH]1,C=C[CH]C=C,C=CCC=C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2399,SC[C]1[CH][CH][CH][CH][CH]1,C=C[C](C)C=C,C=CC(C)C=C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2400,C#C[CH2],SC[C]1[CH][CH][CH][CH][CH]1,C#CC,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2401,C#C[CH]C,SC[C]1[CH][CH][CH][CH][CH]1,C#CCC,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2402,C#C[C](C)C,SC[C]1[CH][CH][CH][CH][CH]1,C#CC(C)C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2403,C#C[CH]C#C,SC[C]1[CH][CH][CH][CH][CH]1,C#CCC#C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2404,C#C[C](C)C#C,SC[C]1[CH][CH][CH][CH][CH]1,C#CC(C)C#C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2405,C#C[C]=C,SCC#C,C#CC=C,S[CH]C#C
reaction_2406,SC[C]1[CH][CH][CH][CH][CH]1,[CH2]c1ccccc1,Cc1ccccc1,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2407,SC[C]1[CH][CH][CH][CH][CH]1,C[CH]c1ccccc1,CCc1ccccc1,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2408,SC[C]1[CH][CH][CH][CH][CH]1,C[C](C)c1ccccc1,CC(C)c1ccccc1,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2409,[CH]=C,SC[C]1[CH][CH][CH][CH][CH]1,C=C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2410,SC[C]1[CH][CH][CH][CH][CH]1,C=[C]C,C=CC,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2411,SC[C]1[CH][CH][CH][CH][CH]1,C=[C]C=C,C=CC=C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2412,SC[C]1[CH][CH][CH][CH][CH]1,[c]1ccccc1,c1ccccc1,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2413,[CH]=C=C,SC[C]1[CH][CH][CH][CH][CH]1,C=C=C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2414,[CH2]S,SC[C]1[CH][CH][CH][CH][CH]1,CS,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2415,C[CH]S,SC[C]1[CH][CH][CH][CH][CH]1,CCS,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2416,C[C](S)C,SC[C]1[CH][CH][CH][CH][CH]1,CC(S)C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2417,SC[C]1[CH][CH][CH][CH][CH]1,[CH2]C=S,CC=S,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2418,SC[C]1[CH][CH][CH][CH][CH]1,C[CH]C=S,CCC=S,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2419,SC[C]1[CH][CH][CH][CH][CH]1,S=C[C](C)C,S=CC(C)C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2420,S[C]=C,SC[C]1[CH][CH][CH][CH][CH]1,SC=C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2421,SC[C]1[CH][CH][CH][CH][CH]1,C=[C]C=S,C=CC=S,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2422,S[CH]C=C,SC[C]1[CH][CH][CH][CH][CH]1,SCC=C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2423,C[C](C=C)S,SC[C]1[CH][CH][CH][CH][CH]1,CC(C=C)S,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2424,S[CH]C=S,SC[C]1[CH][CH][CH][CH][CH]1,SCC=S,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2425,C[C](C=S)S,SC[C]1[CH][CH][CH][CH][CH]1,CC(C=S)S,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2426,S[CH]C#C,SC[C]1[CH][CH][CH][CH][CH]1,SCC#C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2427,C[C](C#C)S,SC[C]1[CH][CH][CH][CH][CH]1,CC(C#C)S,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2428,C[C]([C]1[CH][CH][CH][CH][CH]1)S,SC[C]1[CH][CH][CH][CH][CH]1,CC([C]1[CH][CH][CH][CH][CH]1)S,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2429,[CH]=S,SC[C]1[CH][CH][CH][CH][CH]1,C=S,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2430,SC[C]1[CH][CH][CH][CH][CH]1,C[C]=S,CC=S,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2431,S[C]=S,SC[C]1[CH][CH][CH][CH][CH]1,SC=S,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2432,SC[C]1[CH][CH][CH][CH][CH]1,C=C[C]=S,C=CC=S,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2433,S=[C]C#C,SC[C]1[CH][CH][CH][CH][CH]1,S=CC#C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2434,[H],CC([C]1[CH][CH][CH][CH][CH]1)S,[H][H],C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2435,CC([C]1[CH][CH][CH][CH][CH]1)S,[CH3],C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2436,CC([C]1[CH][CH][CH][CH][CH]1)S,C[CH2],CC,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2437,CC([C]1[CH][CH][CH][CH][CH]1)S,C[CH]C,CCC,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2438,CC([C]1[CH][CH][CH][CH][CH]1)S,C[C](C)C,CC(C)C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2439,CC([C]1[CH][CH][CH][CH][CH]1)S,[CH2]C=C,C=CC,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2440,CC([C]1[CH][CH][CH][CH][CH]1)S,C=C[CH]C,C=CCC,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2441,CC([C]1[CH][CH][CH][CH][CH]1)S,C=C[C](C)C,C=CC(C)C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2442,CC([C]1[CH][CH][CH][CH][CH]1)S,C=C[CH]C=C,C=CCC=C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2443,CC([C]1[CH][CH][CH][CH][CH]1)S,C=C[C](C)C=C,C=CC(C)C=C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2444,C#C[CH2],CC([C]1[CH][CH][CH][CH][CH]1)S,C#CC,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2445,C#C[CH]C,CC([C]1[CH][CH][CH][CH][CH]1)S,C#CCC,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2446,C#C[C](C)C,CC([C]1[CH][CH][CH][CH][CH]1)S,C#CC(C)C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2447,C#C[CH]C#C,CC([C]1[CH][CH][CH][CH][CH]1)S,C#CCC#C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2448,C#C[C](C)C#C,CC([C]1[CH][CH][CH][CH][CH]1)S,C#CC(C)C#C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2449,CC([C]1[CH][CH][CH][CH][CH]1)S,[CH2]c1ccccc1,Cc1ccccc1,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2450,C#C[C]=C,CC(C#C)S,C#CC=C,C[C](C#C)S
reaction_2451,CC([C]1[CH][CH][CH][CH][CH]1)S,C[CH]c1ccccc1,CCc1ccccc1,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2452,CC([C]1[CH][CH][CH][CH][CH]1)S,C[C](C)c1ccccc1,CC(C)c1ccccc1,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2453,[CH]=C,CC([C]1[CH][CH][CH][CH][CH]1)S,C=C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2454,CC([C]1[CH][CH][CH][CH][CH]1)S,C=[C]C,C=CC,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2455,CC([C]1[CH][CH][CH][CH][CH]1)S,C=[C]C=C,C=CC=C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2456,CC([C]1[CH][CH][CH][CH][CH]1)S,[c]1ccccc1,c1ccccc1,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2457,[CH]=C=C,CC([C]1[CH][CH][CH][CH][CH]1)S,C=C=C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2458,[CH2]S,CC([C]1[CH][CH][CH][CH][CH]1)S,CS,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2459,C[CH]S,CC([C]1[CH][CH][CH][CH][CH]1)S,CCS,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2460,C[C](S)C,CC([C]1[CH][CH][CH][CH][CH]1)S,CC(S)C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2461,CC([C]1[CH][CH][CH][CH][CH]1)S,[CH2]C=S,CC=S,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2462,CC([C]1[CH][CH][CH][CH][CH]1)S,C[CH]C=S,CCC=S,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2463,CC([C]1[CH][CH][CH][CH][CH]1)S,S=C[C](C)C,S=CC(C)C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2464,S[C]=C,CC([C]1[CH][CH][CH][CH][CH]1)S,SC=C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2465,CC([C]1[CH][CH][CH][CH][CH]1)S,C=[C]C=S,C=CC=S,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2466,S[CH]C=C,CC([C]1[CH][CH][CH][CH][CH]1)S,SCC=C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2467,C[C](C=C)S,CC([C]1[CH][CH][CH][CH][CH]1)S,CC(C=C)S,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2468,S[CH]C=S,CC([C]1[CH][CH][CH][CH][CH]1)S,SCC=S,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2469,C[C](C=S)S,CC([C]1[CH][CH][CH][CH][CH]1)S,CC(C=S)S,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2470,S[CH]C#C,CC([C]1[CH][CH][CH][CH][CH]1)S,SCC#C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2471,C[C](C#C)S,CC([C]1[CH][CH][CH][CH][CH]1)S,CC(C#C)S,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2472,S[CH][C]1[CH][CH][CH][CH][CH]1,CC([C]1[CH][CH][CH][CH][CH]1)S,SC[C]1[CH][CH][CH][CH][CH]1,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2473,[CH]=S,CC([C]1[CH][CH][CH][CH][CH]1)S,C=S,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2474,CC([C]1[CH][CH][CH][CH][CH]1)S,C[C]=S,CC=S,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2475,S[C]=S,CC([C]1[CH][CH][CH][CH][CH]1)S,SC=S,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2476,CC([C]1[CH][CH][CH][CH][CH]1)S,C=C[C]=S,C=CC=S,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2477,S=[C]C#C,CC([C]1[CH][CH][CH][CH][CH]1)S,S=CC#C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2478,[H],C=S,[H][H],[CH]=S
reaction_2479,C=S,C[CH2],CC,[CH]=S
reaction_2480,C=S,C[CH]C,CCC,[CH]=S
reaction_2481,C=S,C[C](C)C,CC(C)C,[CH]=S
reaction_2482,C=S,[CH2]C=C,C=CC,[CH]=S
reaction_2483,C=S,C=C[CH]C,C=CCC,[CH]=S
reaction_2484,C=S,C=C[C](C)C,C=CC(C)C,[CH]=S
reaction_2485,C=S,C=C[CH]C=C,C=CCC=C,[CH]=S
reaction_2486,C=S,C=C[C](C)C=C,C=CC(C)C=C,[CH]=S
reaction_2487,C#C[CH2],C=S,C#CC,[CH]=S
reaction_2488,C#C[CH]C,C=S,C#CCC,[CH]=S
reaction_2489,C#C[C](C)C,C=S,C#CC(C)C,[CH]=S
reaction_2490,C#C[CH]C#C,C=S,C#CCC#C,[CH]=S
reaction_2491,C#C[C](C)C#C,C=S,C#CC(C)C#C,[CH]=S
reaction_2492,C=S,[CH2]c1ccccc1,Cc1ccccc1,[CH]=S
reaction_2493,C=S,C[CH]c1ccccc1,CCc1ccccc1,[CH]=S
reaction_2494,C#C[C]=C,SC[C]1[CH][CH][CH][CH][CH]1,C#CC=C,S[CH][C]1[CH][CH][CH][CH][CH]1
reaction_2495,C=S,C[C](C)c1ccccc1,CC(C)c1ccccc1,[CH]=S
reaction_2496,[CH]=C,C=S,C=C,[CH]=S
reaction_2497,C=S,C=[C]C,C=CC,[CH]=S
reaction_2498,C=S,C=[C]C=C,C=CC=C,[CH]=S
reaction_2499,C=S,[c]1ccccc1,c1ccccc1,[CH]=S
reaction_2500,[CH]=C=C,C=S,C=C=C,[CH]=S
reaction_2501,[CH2]S,C=S,CS,[CH]=S
reaction_2502,C[CH]S,C=S,CCS,[CH]=S
reaction_2503,C[C](S)C,C=S,CC(S)C,[CH]=S
reaction_2504,C=S,[CH2]C=S,CC=S,[CH]=S
reaction_2505,C=S,C[CH]C=S,CCC=S,[CH]=S
reaction_2506,C=S,S=C[C](C)C,S=CC(C)C,[CH]=S
reaction_2507,S[C]=C,C=S,SC=C,[CH]=S
reaction_2508,C=S,C=[C]C=S,C=CC=S,[CH]=S
reaction_2509,S[CH]C=C,C=S,SCC=C,[CH]=S
reaction_2510,C[C](C=C)S,C=S,CC(C=C)S,[CH]=S
reaction_2511,S[CH]C=S,C=S,SCC=S,[CH]=S
