reaction,reactant_0,reactant_1,product_0,product_1
reaction_1885,[CH]=C=C,CCS,C=C=C,C[CH]S
reaction_1886,[CH2]S,CCS,CS,C[CH]S
reaction_1887,C[C](S)C,CCS,CC(S)C,C[CH]S
reaction_1888,CCS,[CH2]C=S,CC=S,C[CH]S
reaction_1889,CCS,C[CH]C=S,CCC=S,C[CH]S
reaction_1890,CCS,S=C[C](C)C,S=CC(C)C,C[CH]S
reaction_1891,S[C]=C,CCS,SC=C,C[CH]S
reaction_1892,CCS,C=[C]C=S,C=CC=S,C[CH]S
reaction_1893,S[CH]C=C,CCS,SCC=C,C[CH]S
reaction_1894,C[C](C=C)S,CCS,CC(C=C)S,C[CH]S
reaction_1895,S[CH]C=S,CCS,SCC=S,C[CH]S
reaction_1896,C[C](C=S)S,CCS,CC(C=S)S,C[CH]S
reaction_1897,S[CH]C#C,CCS,SCC#C,C[CH]S
reaction_1898,C[C](C#C)S,CCS,CC(C#C)S,C[CH]S
reaction_1899,S[CH][C]1[CH][CH][CH][CH][CH]1,CCS,SC[C]1[CH][CH][CH][CH][CH]1,C[CH]S
reaction_1900,C[C]([C]1[CH][CH][CH][CH][CH]1)S,CCS,CC([C]1[CH][CH][CH][CH][CH]1)S,C[CH]S
reaction_1901,[CH]=S,CCS,C=S,C[CH]S
reaction_1902,CCS,C[C]=S,CC=S,C[CH]S
reaction_1903,S[C]=S,CCS,SC=S,C[CH]S
reaction_1904,CCS,C=C[C]=S,C=CC=S,C[CH]S
reaction_1905,S=[C]C#C,CCS,S=CC#C,C[CH]S
reaction_1906,[H],CC(S)C,[H][H],C[C](S)C
reaction_1907,CC(S)C,[CH3],C,C[C](S)C
reaction_1908,CC(S)C,C[CH2],CC,C[C](S)C
reaction_1909,C#C[C]=C,CS,C#CC=C,[CH2]S
reaction_1910,CC(S)C,C[CH]C,CCC,C[C](S)C
reaction_1911,CC(S)C,C[C](C)C,CC(C)C,C[C](S)C
reaction_1912,CC(S)C,[CH2]C=C,C=CC,C[C](S)C
reaction_1913,CC(S)C,C=C[CH]C,C=CCC,C[C](S)C
reaction_1914,CC(S)C,C=C[C](C)C,C=CC(C)C,C[C](S)C
reaction_1915,CC(S)C,C=C[CH]C=C,C=CCC=C,C[C](S)C
reaction_1916,CC(S)C,C=C[C](C)C=C,C=CC(C)C=C,C[C](S)C
reaction_1917,C#C[CH2],CC(S)C,C#CC,C[C](S)C
reaction_1918,C#C[CH]C,CC(S)C,C#CCC,C[C](S)C
reaction_1919,C#C[C](C)C,CC(S)C,C#CC(C)C,C[C](S)C
reaction_1920,C#C[CH]C#C,CC(S)C,C#CCC#C,C[C](S)C
reaction_1921,C#C[C](C)C#C,CC(S)C,C#CC(C)C#C,C[C](S)C
reaction_1922,CC(S)C,[CH2]c1ccccc1,Cc1ccccc1,C[C](S)C
reaction_1923,CC(S)C,C[CH]c1ccccc1,CCc1ccccc1,C[C](S)C
reaction_1924,CC(S)C,C[C](C)c1ccccc1,CC(C)c1ccccc1,C[C](S)C
reaction_1925,[CH]=C,CC(S)C,C=C,C[C](S)C
reaction_1926,CC(S)C,C=[C]C,C=CC,C[C](S)C
reaction_1927,CC(S)C,C=[C]C=C,C=CC=C,C[C](S)C
reaction_1928,CC(S)C,[c]1ccccc1,c1ccccc1,C[C](S)C
reaction_1929,[CH]=C=C,CC(S)C,C=C=C,C[C](S)C
reaction_1930,[CH2]S,CC(S)C,CS,C[C](S)C
reaction_1931,C[CH]S,CC(S)C,CCS,C[C](S)C
reaction_1932,CC(S)C,[CH2]C=S,CC=S,C[C](S)C
reaction_1933,CC(S)C,C[CH]C=S,CCC=S,C[C](S)C
reaction_1934,CC(S)C,S=C[C](C)C,S=CC(C)C,C[C](S)C
reaction_1935,S[C]=C,CC(S)C,SC=C,C[C](S)C
reaction_1936,CC(S)C,C=[C]C=S,C=CC=S,C[C](S)C
reaction_1937,S[CH]C=C,CC(S)C,SCC=C,C[C](S)C
reaction_1938,C[C](C=C)S,CC(S)C,CC(C=C)S,C[C](S)C
reaction_1939,S[CH]C=S,CC(S)C,SCC=S,C[C](S)C
reaction_1940,C[C](C=S)S,CC(S)C,CC(C=S)S,C[C](S)C
reaction_1941,S[CH]C#C,CC(S)C,SCC#C,C[C](S)C
reaction_1942,C[C](C#C)S,CC(S)C,CC(C#C)S,C[C](S)C
reaction_1943,S[CH][C]1[CH][CH][CH][CH][CH]1,CC(S)C,SC[C]1[CH][CH][CH][CH][CH]1,C[C](S)C
reaction_1944,C[C]([C]1[CH][CH][CH][CH][CH]1)S,CC(S)C,CC([C]1[CH][CH][CH][CH][CH]1)S,C[C](S)C
reaction_1945,[CH]=S,CC(S)C,C=S,C[C](S)C
reaction_1946,CC(S)C,C[C]=S,CC=S,C[C](S)C
reaction_1947,S[C]=S,CC(S)C,SC=S,C[C](S)C
reaction_1948,CC(S)C,C=C[C]=S,C=CC=S,C[C](S)C
reaction_1949,S=[C]C#C,CC(S)C,S=CC#C,C[C](S)C
reaction_1950,[H],CC=S,[H][H],[CH2]C=S
reaction_1951,[CH3],CC=S,C,[CH2]C=S
reaction_1952,CC=S,C[CH2],CC,[CH2]C=S
reaction_1953,CC=S,C[CH]C,CCC,[CH2]C=S
reaction_1954,C#C[C]=C,CCS,C#CC=C,C[CH]S
reaction_1955,CC=S,C[C](C)C,CC(C)C,[CH2]C=S
reaction_1956,[CH2]C=C,CC=S,C=CC,[CH2]C=S
reaction_1957,C=C[CH]C,CC=S,C=CCC,[CH2]C=S
reaction_1958,C=C[C](C)C,CC=S,C=CC(C)C,[CH2]C=S
reaction_1959,C=C[CH]C=C,CC=S,C=CCC=C,[CH2]C=S
reaction_1960,C=C[C](C)C=C,CC=S,C=CC(C)C=C,[CH2]C=S
reaction_1961,C#C[CH2],CC=S,C#CC,[CH2]C=S
reaction_1962,C#C[CH]C,CC=S,C#CCC,[CH2]C=S
reaction_1963,C#C[C](C)C,CC=S,C#CC(C)C,[CH2]C=S
reaction_1964,C#C[CH]C#C,CC=S,C#CCC#C,[CH2]C=S
reaction_1965,C#C[C](C)C#C,CC=S,C#CC(C)C#C,[CH2]C=S
reaction_1966,[CH2]c1ccccc1,CC=S,Cc1ccccc1,[CH2]C=S
reaction_1967,CC=S,C[CH]c1ccccc1,CCc1ccccc1,[CH2]C=S
reaction_1968,CC=S,C[C](C)c1ccccc1,CC(C)c1ccccc1,[CH2]C=S
reaction_1969,[CH]=C,CC=S,C=C,[CH2]C=S
reaction_1970,C=[C]C,CC=S,C=CC,[CH2]C=S
reaction_1971,C=[C]C=C,CC=S,C=CC=C,[CH2]C=S
reaction_1972,[c]1ccccc1,CC=S,c1ccccc1,[CH2]C=S
reaction_1973,[CH]=C=C,CC=S,C=C=C,[CH2]C=S
reaction_1974,[CH2]S,CC=S,CS,[CH2]C=S
reaction_1975,C[CH]S,CC=S,CCS,[CH2]C=S
reaction_1976,C[C](S)C,CC=S,CC(S)C,[CH2]C=S
reaction_1977,C[CH]C=S,CC=S,CCC=S,[CH2]C=S
reaction_1978,S=C[C](C)C,CC=S,S=CC(C)C,[CH2]C=S
reaction_1979,S[C]=C,CC=S,SC=C,[CH2]C=S
reaction_1980,C=[C]C=S,CC=S,C=CC=S,[CH2]C=S
reaction_1981,S[CH]C=C,CC=S,SCC=C,[CH2]C=S
reaction_1982,C[C](C=C)S,CC=S,CC(C=C)S,[CH2]C=S
reaction_1983,S[CH]C=S,CC=S,SCC=S,[CH2]C=S
reaction_1984,C[C](C=S)S,CC=S,CC(C=S)S,[CH2]C=S
reaction_1985,S[CH]C#C,CC=S,SCC#C,[CH2]C=S
reaction_1986,C[C](C#C)S,CC=S,CC(C#C)S,[CH2]C=S
reaction_1987,S[CH][C]1[CH][CH][CH][CH][CH]1,CC=S,SC[C]1[CH][CH][CH][CH][CH]1,[CH2]C=S
reaction_1988,C[C]([C]1[CH][CH][CH][CH][CH]1)S,CC=S,CC([C]1[CH][CH][CH][CH][CH]1)S,[CH2]C=S
reaction_1989,[CH]=S,CC=S,C=S,[CH2]C=S
reaction_1990,CC=S,C[C]=S,CC=S,[CH2]C=S
reaction_1991,S[C]=S,CC=S,SC=S,[CH2]C=S
reaction_1992,C=C[C]=S,CC=S,C=CC=S,[CH2]C=S
reaction_1993,S=[C]C#C,CC=S,S=CC#C,[CH2]C=S
reaction_1994,[H],CCC=S,[H][H],C[CH]C=S
reaction_1995,[CH3],CCC=S,C,C[CH]C=S
reaction_1996,CCC=S,C[CH2],CC,C[CH]C=S
reaction_1997,CCC=S,C[CH]C,CCC,C[CH]C=S
reaction_1998,CCC=S,C[C](C)C,CC(C)C,C[CH]C=S
reaction_1999,C#C[C]=C,CC(S)C,C#CC=C,C[C](S)C
reaction_2000,[CH2]C=C,CCC=S,C=CC,C[CH]C=S
reaction_2001,C=C[CH]C,CCC=S,C=CCC,C[CH]C=S
reaction_2002,C=C[C](C)C,CCC=S,C=CC(C)C,C[CH]C=S
reaction_2003,C=C[CH]C=C,CCC=S,C=CCC=C,C[CH]C=S
reaction_2004,C=C[C](C)C=C,CCC=S,C=CC(C)C=C,C[CH]C=S
reaction_2005,C#C[CH2],CCC=S,C#CC,C[CH]C=S
reaction_2006,C#C[CH]C,CCC=S,C#CCC,C[CH]C=S
reaction_2007,C#C[C](C)C,CCC=S,C#CC(C)C,C[CH]C=S
reaction_2008,C#C[CH]C#C,CCC=S,C#CCC#C,C[CH]C=S
reaction_2009,C#C[C](C)C#C,CCC=S,C#CC(C)C#C,C[CH]C=S
reaction_2010,[CH2]c1ccccc1,CCC=S,Cc1ccccc1,C[CH]C=S
reaction_2011,CCC=S,C[CH]c1ccccc1,CCc1ccccc1,C[CH]C=S
reaction_2012,CCC=S,C[C](C)c1ccccc1,CC(C)c1ccccc1,C[CH]C=S
reaction_2013,[CH]=C,CCC=S,C=C,C[CH]C=S
reaction_2014,C=[C]C,CCC=S,C=CC,C[CH]C=S
reaction_2015,C=[C]C=C,CCC=S,C=CC=C,C[CH]C=S
reaction_2016,CCC=S,[c]1ccccc1,c1ccccc1,C[CH]C=S
reaction_2017,[CH]=C=C,CCC=S,C=C=C,C[CH]C=S
reaction_2018,[CH2]S,CCC=S,CS,C[CH]C=S
reaction_2019,C[CH]S,CCC=S,CCS,C[CH]C=S
reaction_2020,C[C](S)C,CCC=S,CC(S)C,C[CH]C=S
reaction_2021,[CH2]C=S,CCC=S,CC=S,C[CH]C=S
reaction_2022,S=C[C](C)C,CCC=S,S=CC(C)C,C[CH]C=S
reaction_2023,S[C]=C,CCC=S,SC=C,C[CH]C=S
reaction_2024,C=[C]C=S,CCC=S,C=CC=S,C[CH]C=S
reaction_2025,S[CH]C=C,CCC=S,SCC=C,C[CH]C=S
reaction_2026,C[C](C=C)S,CCC=S,CC(C=C)S,C[CH]C=S
reaction_2027,S[CH]C=S,CCC=S,SCC=S,C[CH]C=S
reaction_2028,C[C](C=S)S,CCC=S,CC(C=S)S,C[CH]C=S
reaction_2029,S[CH]C#C,CCC=S,SCC#C,C[CH]C=S
reaction_2030,C[C](C#C)S,CCC=S,CC(C#C)S,C[CH]C=S
reaction_2031,S[CH][C]1[CH][CH][CH][CH][CH]1,CCC=S,SC[C]1[CH][CH][CH][CH][CH]1,C[CH]C=S
reaction_2032,C[C]([C]1[CH][CH][CH][CH][CH]1)S,CCC=S,CC([C]1[CH][CH][CH][CH][CH]1)S,C[CH]C=S
reaction_2033,[CH]=S,CCC=S,C=S,C[CH]C=S
reaction_2034,CCC=S,C[C]=S,CC=S,C[CH]C=S
reaction_2035,S[C]=S,CCC=S,SC=S,C[CH]C=S
reaction_2036,C=C[C]=S,CCC=S,C=CC=S,C[CH]C=S
reaction_2037,S=[C]C#C,CCC=S,S=CC#C,C[CH]C=S
reaction_2038,[H],S=CC(C)C,[H][H],S=C[C](C)C
reaction_2039,[CH3],S=CC(C)C,C,S=C[C](C)C
reaction_2040,S=CC(C)C,C[CH2],CC,S=C[C](C)C
reaction_2041,S=CC(C)C,C[CH]C,CCC,S=C[C](C)C
reaction_2042,S=CC(C)C,C[C](C)C,CC(C)C,S=C[C](C)C
reaction_2043,[CH2]C=C,S=CC(C)C,C=CC,S=C[C](C)C
reaction_2044,C#C[C]=C,CC=S,C#CC=C,[CH2]C=S
reaction_2045,C=C[CH]C,S=CC(C)C,C=CCC,S=C[C](C)C
reaction_2046,C=C[C](C)C,S=CC(C)C,C=CC(C)C,S=C[C](C)C
reaction_2047,C=C[CH]C=C,S=CC(C)C,C=CCC=C,S=C[C](C)C
reaction_2048,C=C[C](C)C=C,S=CC(C)C,C=CC(C)C=C,S=C[C](C)C
reaction_2049,C#C[CH2],S=CC(C)C,C#CC,S=C[C](C)C
reaction_2050,C#C[CH]C,S=CC(C)C,C#CCC,S=C[C](C)C
reaction_2051,C#C[C](C)C,S=CC(C)C,C#CC(C)C,S=C[C](C)C
reaction_2052,C#C[CH]C#C,S=CC(C)C,C#CCC#C,S=C[C](C)C
reaction_2053,C#C[C](C)C#C,S=CC(C)C,C#CC(C)C#C,S=C[C](C)C
reaction_2054,[CH2]c1ccccc1,S=CC(C)C,Cc1ccccc1,S=C[C](C)C
reaction_2055,S=CC(C)C,C[CH]c1ccccc1,CCc1ccccc1,S=C[C](C)C
reaction_2056,S=CC(C)C,C[C](C)c1ccccc1,CC(C)c1ccccc1,S=C[C](C)C
reaction_2057,[CH]=C,S=CC(C)C,C=C,S=C[C](C)C
reaction_2058,C=[C]C,S=CC(C)C,C=CC,S=C[C](C)C
reaction_2059,C=[C]C=C,S=CC(C)C,C=CC=C,S=C[C](C)C
reaction_2060,[c]1ccccc1,S=CC(C)C,c1ccccc1,S=C[C](C)C
reaction_2061,[CH]=C=C,S=CC(C)C,C=C=C,S=C[C](C)C
reaction_2062,[CH2]S,S=CC(C)C,CS,S=C[C](C)C
reaction_2063,C[CH]S,S=CC(C)C,CCS,S=C[C](C)C
reaction_2064,C[C](S)C,S=CC(C)C,CC(S)C,S=C[C](C)C
reaction_2065,[CH2]C=S,S=CC(C)C,CC=S,S=C[C](C)C
reaction_2066,C[CH]C=S,S=CC(C)C,CCC=S,S=C[C](C)C
reaction_2067,S[C]=C,S=CC(C)C,SC=C,S=C[C](C)C
reaction_2068,C=[C]C=S,S=CC(C)C,C=CC=S,S=C[C](C)C
reaction_2069,S[CH]C=C,S=CC(C)C,SCC=C,S=C[C](C)C
reaction_2070,C[C](C=C)S,S=CC(C)C,CC(C=C)S,S=C[C](C)C
reaction_2071,S[CH]C=S,S=CC(C)C,SCC=S,S=C[C](C)C
reaction_2072,C[C](C=S)S,S=CC(C)C,CC(C=S)S,S=C[C](C)C
reaction_2073,S[CH]C#C,S=CC(C)C,SCC#C,S=C[C](C)C
reaction_2074,C[C](C#C)S,S=CC(C)C,CC(C#C)S,S=C[C](C)C
reaction_2075,S[CH][C]1[CH][CH][CH][CH][CH]1,S=CC(C)C,SC[C]1[CH][CH][CH][CH][CH]1,S=C[C](C)C
reaction_2076,C[C]([C]1[CH][CH][CH][CH][CH]1)S,S=CC(C)C,CC([C]1[CH][CH][CH][CH][CH]1)S,S=C[C](C)C
reaction_2077,[CH]=S,S=CC(C)C,C=S,S=C[C](C)C
reaction_2078,S=CC(C)C,C[C]=S,CC=S,S=C[C](C)C
reaction_2079,S[C]=S,S=CC(C)C,SC=S,S=C[C](C)C
reaction_2080,C=C[C]=S,S=CC(C)C,C=CC=S,S=C[C](C)C
reaction_2081,S=[C]C#C,S=CC(C)C,S=CC#C,S=C[C](C)C
reaction_2082,[H],SC=C,[H][H],S[C]=C
reaction_2083,SC=C,[CH3],C,S[C]=C
reaction_2084,SC=C,C[CH2],CC,S[C]=C
reaction_2085,SC=C,C[CH]C,CCC,S[C]=C
reaction_2086,SC=C,C[C](C)C,CC(C)C,S[C]=C
reaction_2087,SC=C,[CH2]C=C,C=CC,S[C]=C
reaction_2088,SC=C,C=C[CH]C,C=CCC,S[C]=C
reaction_2089,C#C[C]=C,CCC=S,C#CC=C,C[CH]C=S
reaction_2090,SC=C,C=C[C](C)C,C=CC(C)C,S[C]=C
reaction_2091,SC=C,C=C[CH]C=C,C=CCC=C,S[C]=C
reaction_2092,SC=C,C=C[C](C)C=C,C=CC(C)C=C,S[C]=C
reaction_2093,C#C[CH2],SC=C,C#CC,S[C]=C
reaction_2094,C#C[CH]C,SC=C,C#CCC,S[C]=C
reaction_2095,C#C[C](C)C,SC=C,C#CC(C)C,S[C]=C
reaction_2096,C#C[CH]C#C,SC=C,C#CCC#C,S[C]=C
reaction_2097,C#C[C](C)C#C,SC=C,C#CC(C)C#C,S[C]=C
reaction_2098,SC=C,[CH2]c1ccccc1,Cc1ccccc1,S[C]=C
reaction_2099,SC=C,C[CH]c1ccccc1,CCc1ccccc1,S[C]=C
reaction_2100,SC=C,C[C](C)c1ccccc1,CC(C)c1ccccc1,S[C]=C
reaction_2101,SC=C,[CH]=C,C=C,S[C]=C
reaction_2102,SC=C,C=[C]C,C=CC,S[C]=C
reaction_2103,SC=C,C=[C]C=C,C=CC=C,S[C]=C
reaction_2104,SC=C,[c]1ccccc1,c1ccccc1,S[C]=C
reaction_2105,[CH]=C=C,SC=C,C=C=C,S[C]=C
reaction_2106,SC=C,[CH2]S,CS,S[C]=C
reaction_2107,SC=C,C[CH]S,CCS,S[C]=C
reaction_2108,C[C](S)C,SC=C,CC(S)C,S[C]=C
reaction_2109,SC=C,[CH2]C=S,CC=S,S[C]=C
reaction_2110,SC=C,C[CH]C=S,CCC=S,S[C]=C
reaction_2111,SC=C,S=C[C](C)C,S=CC(C)C,S[C]=C
reaction_2112,SC=C,C=[C]C=S,C=CC=S,S[C]=C
reaction_2113,S[CH]C=C,SC=C,SCC=C,S[C]=C
reaction_2114,C[C](C=C)S,SC=C,CC(C=C)S,S[C]=C
reaction_2115,SC=C,S[CH]C=S,SCC=S,S[C]=C
reaction_2116,SC=C,C[C](C=S)S,CC(C=S)S,S[C]=C
reaction_2117,S[CH]C#C,SC=C,SCC#C,S[C]=C
reaction_2118,C[C](C#C)S,SC=C,CC(C#C)S,S[C]=C
reaction_2119,SC=C,S[CH][C]1[CH][CH][CH][CH][CH]1,SC[C]1[CH][CH][CH][CH][CH]1,S[C]=C
reaction_2120,C[C]([C]1[CH][CH][CH][CH][CH]1)S,SC=C,CC([C]1[CH][CH][CH][CH][CH]1)S,S[C]=C
reaction_2121,[CH]=S,SC=C,C=S,S[C]=C
reaction_2122,SC=C,C[C]=S,CC=S,S[C]=C
reaction_2123,S[C]=S,SC=C,SC=S,S[C]=C
reaction_2124,SC=C,C=C[C]=S,C=CC=S,S[C]=C
reaction_2125,S=[C]C#C,SC=C,S=CC#C,S[C]=C
reaction_2126,[H],C=CC=S,[H][H],C=[C]C=S
reaction_2127,[CH3],C=CC=S,C,C=[C]C=S
reaction_2128,C=CC=S,C[CH2],CC,C=[C]C=S
reaction_2129,C=CC=S,C[CH]C,CCC,C=[C]C=S
reaction_2130,C=CC=S,C[C](C)C,CC(C)C,C=[C]C=S
reaction_2131,C=CC=S,[CH2]C=C,C=CC,C=[C]C=S
reaction_2132,C=CC=S,C=C[CH]C,C=CCC,C=[C]C=S
reaction_2133,C=CC=S,C=C[C](C)C,C=CC(C)C,C=[C]C=S
reaction_2134,C#C[C]=C,S=CC(C)C,C#CC=C,S=C[C](C)C
reaction_2135,C=C[CH]C=C,C=CC=S,C=CCC=C,C=[C]C=S
reaction_2136,C=C[C](C)C=C,C=CC=S,C=CC(C)C=C,C=[C]C=S
reaction_2137,C#C[CH2],C=CC=S,C#CC,C=[C]C=S
reaction_2138,C#C[CH]C,C=CC=S,C#CCC,C=[C]C=S
reaction_2139,C#C[C](C)C,C=CC=S,C#CC(C)C,C=[C]C=S
reaction_2140,C#C[CH]C#C,C=CC=S,C#CCC#C,C=[C]C=S
reaction_2141,C#C[C](C)C#C,C=CC=S,C#CC(C)C#C,C=[C]C=S
reaction_2142,C=CC=S,[CH2]c1ccccc1,Cc1ccccc1,C=[C]C=S
reaction_2143,C=CC=S,C[CH]c1ccccc1,CCc1ccccc1,C=[C]C=S
reaction_2144,C=CC=S,C[C](C)c1ccccc1,CC(C)c1ccccc1,C=[C]C=S
reaction_2145,[CH]=C,C=CC=S,C=C,C=[C]C=S
reaction_2146,C=[C]C,C=CC=S,C=CC,C=[C]C=S
reaction_2147,C=[C]C=C,C=CC=S,C=CC=C,C=[C]C=S
reaction_2148,C=CC=S,[c]1ccccc1,c1ccccc1,C=[C]C=S
reaction_2149,[CH]=C=C,C=CC=S,C=C=C,C=[C]C=S
reaction_2150,[CH2]S,C=CC=S,CS,C=[C]C=S
reaction_2151,C[CH]S,C=CC=S,CCS,C=[C]C=S
reaction_2152,C[C](S)C,C=CC=S,CC(S)C,C=[C]C=S
reaction_2153,C=CC=S,[CH2]C=S,CC=S,C=[C]C=S
reaction_2154,C=CC=S,C[CH]C=S,CCC=S,C=[C]C=S
reaction_2155,C=CC=S,S=C[C](C)C,S=CC(C)C,C=[C]C=S
reaction_2156,S[C]=C,C=CC=S,SC=C,C=[C]C=S
reaction_2157,S[CH]C=C,C=CC=S,SCC=C,C=[C]C=S
reaction_2158,C[C](C=C)S,C=CC=S,CC(C=C)S,C=[C]C=S
reaction_2159,S[CH]C=S,C=CC=S,SCC=S,C=[C]C=S
reaction_2160,C[C](C=S)S,C=CC=S,CC(C=S)S,C=[C]C=S
reaction_2161,S[CH]C#C,C=CC=S,SCC#C,C=[C]C=S
reaction_2162,C[C](C#C)S,C=CC=S,CC(C#C)S,C=[C]C=S
reaction_2163,S[CH][C]1[CH][CH][CH][CH][CH]1,C=CC=S,SC[C]1[CH][CH][CH][CH][CH]1,C=[C]C=S
reaction_2164,C[C]([C]1[CH][CH][CH][CH][CH]1)S,C=CC=S,CC([C]1[CH][CH][CH][CH][CH]1)S,C=[C]C=S
reaction_2165,[CH]=S,C=CC=S,C=S,C=[C]C=S
reaction_2166,C=CC=S,C[C]=S,CC=S,C=[C]C=S
reaction_2167,S[C]=S,C=CC=S,SC=S,C=[C]C=S
reaction_2168,C=CC=S,C=C[C]=S,C=CC=S,C=[C]C=S
reaction_2169,S=[C]C#C,C=CC=S,S=CC#C,C=[C]C=S
reaction_2170,[H],SCC=C,[H][H],S[CH]C=C
reaction_2171,SCC=C,[CH3],C,S[CH]C=C
reaction_2172,SCC=C,C[CH2],CC,S[CH]C=C
reaction_2173,SCC=C,C[CH]C,CCC,S[CH]C=C
reaction_2174,SCC=C,C[C](C)C,CC(C)C,S[CH]C=C
reaction_2175,SCC=C,[CH2]C=C,C=CC,S[CH]C=C
reaction_2176,SCC=C,C=C[CH]C,C=CCC,S[CH]C=C
reaction_2177,SCC=C,C=C[C](C)C,C=CC(C)C,S[CH]C=C
reaction_2178,SCC=C,C=C[CH]C=C,C=CCC=C,S[CH]C=C
reaction_2179,C#C[C]=C,SC=C,C#CC=C,S[C]=C
reaction_2180,SCC=C,C=C[C](C)C=C,C=CC(C)C=C,S[CH]C=C
reaction_2181,C#C[CH2],SCC=C,C#CC,S[CH]C=C
reaction_2182,C#C[CH]C,SCC=C,C#CCC,S[CH]C=C
reaction_2183,C#C[C](C)C,SCC=C,C#CC(C)C,S[CH]C=C
reaction_2184,C#C[CH]C#C,SCC=C,C#CCC#C,S[CH]C=C
reaction_2185,C#C[C](C)C#C,SCC=C,C#CC(C)C#C,S[CH]C=C
reaction_2186,SCC=C,[CH2]c1ccccc1,Cc1ccccc1,S[CH]C=C
reaction_2187,SCC=C,C[CH]c1ccccc1,CCc1ccccc1,S[CH]C=C
reaction_2188,SCC=C,C[C](C)c1ccccc1,CC(C)c1ccccc1,S[CH]C=C
reaction_2189,[CH]=C,SCC=C,C=C,S[CH]C=C
reaction_2190,SCC=C,C=[C]C,C=CC,S[CH]C=C
reaction_2191,SCC=C,C=[C]C=C,C=CC=C,S[CH]C=C
reaction_2192,SCC=C,[c]1ccccc1,c1ccccc1,S[CH]C=C
reaction_2193,[CH]=C=C,SCC=C,C=C=C,S[CH]C=C
reaction_2194,[CH2]S,SCC=C,CS,S[CH]C=C
reaction_2195,C[CH]S,SCC=C,CCS,S[CH]C=C
reaction_2196,C[C](S)C,SCC=C,CC(S)C,S[CH]C=C
reaction_2197,SCC=C,[CH2]C=S,CC=S,S[CH]C=C
reaction_2198,SCC=C,C[CH]C=S,CCC=S,S[CH]C=C
reaction_2199,SCC=C,S=C[C](C)C,S=CC(C)C,S[CH]C=C
reaction_2200,S[C]=C,SCC=C,SC=C,S[CH]C=C
reaction_2201,SCC=C,C=[C]C=S,C=CC=S,S[CH]C=C
reaction_2202,C[C](C=C)S,SCC=C,CC(C=C)S,S[CH]C=C
reaction_2203,S[CH]C=S,SCC=C,SCC=S,S[CH]C=C
reaction_2204,C[C](C=S)S,SCC=C,CC(C=S)S,S[CH]C=C
reaction_2205,S[CH]C#C,SCC=C,SCC#C,S[CH]C=C
reaction_2206,C[C](C#C)S,SCC=C,CC(C#C)S,S[CH]C=C
reaction_2207,S[CH][C]1[CH][CH][CH][CH][CH]1,SCC=C,SC[C]1[CH][CH][CH][CH][CH]1,S[CH]C=C
reaction_2208,C[C]([C]1[CH][CH][CH][CH][CH]1)S,SCC=C,CC([C]1[CH][CH][CH][CH][CH]1)S,S[CH]C=C
reaction_2209,[CH]=S,SCC=C,C=S,S[CH]C=C
reaction_2210,SCC=C,C[C]=S,CC=S,S[CH]C=C
reaction_2211,S[C]=S,SCC=C,SC=S,S[CH]C=C
reaction_2212,SCC=C,C=C[C]=S,C=CC=S,S[CH]C=C
reaction_2213,S=[C]C#C,SCC=C,S=CC#C,S[CH]C=C
reaction_2214,[H],CC(C=S)S,[H][H],C[C](C=S)S
reaction_2215,CC(C=S)S,[CH3],C,C[C](C=S)S
reaction_2216,CC(C=S)S,C[CH2],CC,C[C](C=S)S
reaction_2217,CC(C=S)S,C[CH]C,CCC,C[C](C=S)S
reaction_2218,CC(C=S)S,C[C](C)C,CC(C)C,C[C](C=S)S
reaction_2219,CC(C=S)S,[CH2]C=C,C=CC,C[C](C=S)S
reaction_2220,CC(C=S)S,C=C[CH]C,C=CCC,C[C](C=S)S
reaction_2221,CC(C=S)S,C=C[C](C)C,C=CC(C)C,C[C](C=S)S
reaction_2222,CC(C=S)S,C=C[CH]C=C,C=CCC=C,C[C](C=S)S
reaction_2223,CC(C=S)S,C=C[C](C)C=C,C=CC(C)C=C,C[C](C=S)S
reaction_2224,C#C[C]=C,C=CC=S,C#CC=C,C=[C]C=S
reaction_2225,C#C[CH2],CC(C=S)S,C#CC,C[C](C=S)S
reaction_2226,C#C[CH]C,CC(C=S)S,C#CCC,C[C](C=S)S
reaction_2227,C#C[C](C)C,CC(C=S)S,C#CC(C)C,C[C](C=S)S
reaction_2228,C#C[CH]C#C,CC(C=S)S,C#CCC#C,C[C](C=S)S
reaction_2229,C#C[C](C)C#C,CC(C=S)S,C#CC(C)C#C,C[C](C=S)S
reaction_2230,CC(C=S)S,[CH2]c1ccccc1,Cc1ccccc1,C[C](C=S)S
reaction_2231,CC(C=S)S,C[CH]c1ccccc1,CCc1ccccc1,C[C](C=S)S
reaction_2232,CC(C=S)S,C[C](C)c1ccccc1,CC(C)c1ccccc1,C[C](C=S)S
reaction_2233,[CH]=C,CC(C=S)S,C=C,C[C](C=S)S
reaction_2234,CC(C=S)S,C=[C]C,C=CC,C[C](C=S)S
reaction_2235,CC(C=S)S,C=[C]C=C,C=CC=C,C[C](C=S)S
reaction_2236,CC(C=S)S,[c]1ccccc1,c1ccccc1,C[C](C=S)S
reaction_2237,[CH]=C=C,CC(C=S)S,C=C=C,C[C](C=S)S
reaction_2238,[CH2]S,CC(C=S)S,CS,C[C](C=S)S
