rxn_smiles,reactant_0,reactant_1,product_0,product_1,reactants,products,r1_valid,r2_valid,p1_valid,p2_valid,reaction
[C]#N+CCCOC<=>C#N+CC[CH]OC,[C]#N,CCCOC,C#N,CC[CH]OC,[C]#N+CCCOC,C#N+CC[CH]OC,True,True,True,True,rmg_rxn_10223
CCCOC+[C]1=C[CH]CC=C1<=>CC[CH]OC+[CH]1C=CC=CC1,CCCOC,[C]1=C[CH]CC=C1,CC[CH]OC,[CH]1C=CC=CC1,CCCOC+[C]1=C[CH]CC=C1,CC[CH]OC+[CH]1C=CC=CC1,True,True,True,True,rmg_rxn_10224
C[C]=CC+CCCOC<=>CC=CC+CC[CH]OC,C[C]=CC,CCCOC,CC=CC,CC[CH]OC,C[C]=CC+CCCOC,CC=CC+CC[CH]OC,True,True,True,True,rmg_rxn_10225
[O-][NH+]([NH])[CH2]+CCCOC<=>[O-][NH+]([NH])C+CC[CH]OC,[O-][NH+]([NH])[CH2],CCCOC,[O-][NH+]([NH])C,CC[CH]OC,[O-][NH+]([NH])[CH2]+CCCOC,[O-][NH+]([NH])C+CC[CH]OC,True,True,True,True,rmg_rxn_10226
[C]#CC+CCCOC<=>C#CC+CC[CH]OC,[C]#CC,CCCOC,C#CC,CC[CH]OC,[C]#CC+CCCOC,C#CC+CC[CH]OC,True,True,True,True,rmg_rxn_10227
[CH2]CC[O]+CCCOC<=>CCC[O]+CC[CH]OC,[CH2]CC[O],CCCOC,CCC[O],CC[CH]OC,[CH2]CC[O]+CCCOC,CCC[O]+CC[CH]OC,True,True,True,True,rmg_rxn_10228
[CH2]CCOC=O+CCCOC<=>CCCOC=O+CC[CH]OC,[CH2]CCOC=O,CCCOC,CCCOC=O,CC[CH]OC,[CH2]CCOC=O+CCCOC,CCCOC=O+CC[CH]OC,True,True,True,True,rmg_rxn_10229
[O]+CCCOC<=>[OH]+CC[CH]OC,[O],CCCOC,[OH],CC[CH]OC,[O]+CCCOC,[OH]+CC[CH]OC,True,True,True,True,rmg_rxn_10230
[O-][NH+]=O+CC[CH]OC<=>[O-][N+]=O+CCCOC,[O-][NH+]=O,CC[CH]OC,[O-][N+]=O,CCCOC,[O-][NH+]=O+CC[CH]OC,[O-][N+]=O+CCCOC,True,True,True,True,rmg_rxn_10231
ON=O+CC[CH]OC<=>[O-][N+]=O+CCCOC,ON=O,CC[CH]OC,[O-][N+]=O,CCCOC,ON=O+CC[CH]OC,[O-][N+]=O+CCCOC,True,True,True,True,rmg_rxn_10232
[CH2]OCCC=O+CCCOC<=>COCCC=O+CC[CH]OC,[CH2]OCCC=O,CCCOC,COCCC=O,CC[CH]OC,[CH2]OCCC=O+CCCOC,COCCC=O+CC[CH]OC,True,True,True,True,rmg_rxn_10233
CC[CH]OC+[CH2]OCCCO<=>[CH2]OCC[CH]O+CCCOC,CC[CH]OC,[CH2]OCCCO,[CH2]OCC[CH]O,CCCOC,CC[CH]OC+[CH2]OCCCO,[CH2]OCC[CH]O+CCCOC,True,True,True,True,rmg_rxn_10234
[CH2]CO[CH2]+CCCOC<=>[CH2]OCC+CC[CH]OC,[CH2]CO[CH2],CCCOC,[CH2]OCC,CC[CH]OC,[CH2]CO[CH2]+CCCOC,[CH2]OCC+CC[CH]OC,True,True,True,True,rmg_rxn_10235
CC[CH]OC+[CH2]CCOCO<=>[CH2]C[CH]OCO+CCCOC,CC[CH]OC,[CH2]CCOCO,[CH2]C[CH]OCO,CCCOC,CC[CH]OC+[CH2]CCOCO,[CH2]C[CH]OCO+CCCOC,True,True,True,True,rmg_rxn_10236
[CH2]CCO[CH]O+CCCOC<=>CC[CH]OC+[CH2]CCOCO,[CH2]CCO[CH]O,CCCOC,CC[CH]OC,[CH2]CCOCO,[CH2]CCO[CH]O+CCCOC,CC[CH]OC+[CH2]CCOCO,True,True,True,True,rmg_rxn_10237
CC[CH]OC+CCCOC[O]<=>CC[CH]OC[O]+CCCOC,CC[CH]OC,CCCOC[O],CC[CH]OC[O],CCCOC,CC[CH]OC+CCCOC[O],CC[CH]OC[O]+CCCOC,True,True,True,True,rmg_rxn_10238
C=CCOC[O]+CCCOC<=>C=CCOCO+CC[CH]OC,C=CCOC[O],CCCOC,C=CCOCO,CC[CH]OC,C=CCOC[O]+CCCOC,C=CCOCO+CC[CH]OC,True,True,True,True,rmg_rxn_10239
CC[CH]OC+[CH2]OCCCO<=>[CH2]O[CH]CCO+CCCOC,CC[CH]OC,[CH2]OCCCO,[CH2]O[CH]CCO,CCCOC,CC[CH]OC+[CH2]OCCCO,[CH2]O[CH]CCO+CCCOC,True,True,True,True,rmg_rxn_10240
[CH2]OC[CH]CO+CCCOC<=>CC[CH]OC+[CH2]OCCCO,[CH2]OC[CH]CO,CCCOC,CC[CH]OC,[CH2]OCCCO,[CH2]OC[CH]CO+CCCOC,CC[CH]OC+[CH2]OCCCO,True,True,True,True,rmg_rxn_10241
CN=N+CC[CH]OC<=>[CH2]N=N+CCCOC,CN=N,CC[CH]OC,[CH2]N=N,CCCOC,CN=N+CC[CH]OC,[CH2]N=N+CCCOC,True,True,True,True,rmg_rxn_10242
CC[CH]OC+COCCC[O]<=>CO[CH]CC[O]+CCCOC,CC[CH]OC,COCCC[O],CO[CH]CC[O],CCCOC,CC[CH]OC+COCCC[O],CO[CH]CC[O]+CCCOC,True,True,True,True,rmg_rxn_10243
COC[CH]C[O]+CCCOC<=>CC[CH]OC+COCCC[O],COC[CH]C[O],CCCOC,CC[CH]OC,COCCC[O],COC[CH]C[O]+CCCOC,CC[CH]OC+COCCC[O],True,True,True,True,rmg_rxn_10244
C[CH]COC[O]+CCCOC<=>CC[CH]OC+CCCOC[O],C[CH]COC[O],CCCOC,CC[CH]OC,CCCOC[O],C[CH]COC[O]+CCCOC,CC[CH]OC+CCCOC[O],True,True,True,True,rmg_rxn_10245
[NH-][NH+]=CCC+CC[CH]OC<=>[N-][NH+]=CCC+CCCOC,[NH-][NH+]=CCC,CC[CH]OC,[N-][NH+]=CCC,CCCOC,[NH-][NH+]=CCC+CC[CH]OC,[N-][NH+]=CCC+CCCOC,True,True,True,True,rmg_rxn_10246
[N-]=[NH+]CCC+CC[CH]OC<=>[N-][NH+]=CCC+CCCOC,[N-]=[NH+]CCC,CC[CH]OC,[N-][NH+]=CCC,CCCOC,[N-]=[NH+]CCC+CC[CH]OC,[N-][NH+]=CCC+CCCOC,True,True,True,True,rmg_rxn_10247
[NH2]+CC[CH]OC<=>[NH]+CCCOC,[NH2],CC[CH]OC,[NH],CCCOC,[NH2]+CC[CH]OC,[NH]+CCCOC,True,True,True,True,rmg_rxn_10248
[N-]=[NH+]C(=[C]C)C+CCCOC<=>[N-]=[NH+]C(=CC)C+CC[CH]OC,[N-]=[NH+]C(=[C]C)C,CCCOC,[N-]=[NH+]C(=CC)C,CC[CH]OC,[N-]=[NH+]C(=[C]C)C+CCCOC,[N-]=[NH+]C(=CC)C+CC[CH]OC,True,True,True,True,rmg_rxn_10249
[CH2]C[CH2]+CCCOC<=>[CH2]CC+CC[CH]OC,[CH2]C[CH2],CCCOC,[CH2]CC,CC[CH]OC,[CH2]C[CH2]+CCCOC,[CH2]CC+CC[CH]OC,True,True,True,True,rmg_rxn_10250
[CH2]C[O]+CCCOC<=>[CH2]CO+CC[CH]OC,[CH2]C[O],CCCOC,[CH2]CO,CC[CH]OC,[CH2]C[O]+CCCOC,[CH2]CO+CC[CH]OC,True,True,True,True,rmg_rxn_10251
[CH2]C[O]+CCCOC<=>CC[O]+CC[CH]OC,[CH2]C[O],CCCOC,CC[O],CC[CH]OC,[CH2]C[O]+CCCOC,CC[O]+CC[CH]OC,True,True,True,True,rmg_rxn_10252
[CH2]CS+CCCOC<=>CCS+CC[CH]OC,[CH2]CS,CCCOC,CCS,CC[CH]OC,[CH2]CS+CCCOC,CCS+CC[CH]OC,True,True,True,True,rmg_rxn_10253
ON1CC1+CC[CH]OC<=>[O]N1CC1+CCCOC,ON1CC1,CC[CH]OC,[O]N1CC1,CCCOC,ON1CC1+CC[CH]OC,[O]N1CC1+CCCOC,True,True,True,True,rmg_rxn_10254
[O-][NH+]1CC1+CC[CH]OC<=>[O]N1CC1+CCCOC,[O-][NH+]1CC1,CC[CH]OC,[O]N1CC1,CCCOC,[O-][NH+]1CC1+CC[CH]OC,[O]N1CC1+CCCOC,True,True,True,True,rmg_rxn_10255
[CH2]+CCCOC<=>[CH3]+CC[CH]OC,[CH2],CCCOC,[CH3],CC[CH]OC,[CH2]+CCCOC,[CH3]+CC[CH]OC,True,True,True,True,rmg_rxn_10256
CN=N+CC[CH]OC<=>CN=[N]+CCCOC,CN=N,CC[CH]OC,CN=[N],CCCOC,CN=N+CC[CH]OC,CN=[N]+CCCOC,True,True,True,True,rmg_rxn_10257
[CH2]CCO[CH2]+CCCOC<=>CC[CH]OC+[CH2]OCCC,[CH2]CCO[CH2],CCCOC,CC[CH]OC,[CH2]OCCC,[CH2]CCO[CH2]+CCCOC,CC[CH]OC+[CH2]OCCC,True,True,True,True,rmg_rxn_10258
[CH2]CCO[CH2]+CCCOC<=>CC[CH]OC+[CH2]CCOC,[CH2]CCO[CH2],CCCOC,CC[CH]OC,[CH2]CCOC,[CH2]CCO[CH2]+CCCOC,CC[CH]OC+[CH2]CCOC,True,True,True,True,rmg_rxn_10259
CC(=C=C)NN+CC[CH]OC<=>CC(=NN)[C]=C+CCCOC,CC(=C=C)NN,CC[CH]OC,CC(=NN)[C]=C,CCCOC,CC(=C=C)NN+CC[CH]OC,CC(=NN)[C]=C+CCCOC,True,True,True,True,rmg_rxn_10260
[N-]([NH3+])C(=C=C)C+CC[CH]OC<=>CC(=NN)[C]=C+CCCOC,[N-]([NH3+])C(=C=C)C,CC[CH]OC,CC(=NN)[C]=C,CCCOC,[N-]([NH3+])C(=C=C)C+CC[CH]OC,CC(=NN)[C]=C+CCCOC,True,True,True,True,rmg_rxn_10261
CC[CH]OC+C=C=C(C)CCC<=>CCCOC+C=[C]C(C)=CCC,CC[CH]OC,C=C=C(C)CCC,CCCOC,C=[C]C(C)=CCC,CC[CH]OC+C=C=C(C)CCC,CCCOC+C=[C]C(C)=CCC,True,True,True,True,rmg_rxn_10262
CC[CH]OC+CC(=C=C)NCC<=>CCCOC+CC(=NCC)[C]=C,CC[CH]OC,CC(=C=C)NCC,CCCOC,CC(=NCC)[C]=C,CC[CH]OC+CC(=C=C)NCC,CCCOC+CC(=NCC)[C]=C,True,True,True,True,rmg_rxn_10263
[CH2]OCOC=C+CCCOC<=>C=COCOC+CC[CH]OC,[CH2]OCOC=C,CCCOC,C=COCOC,CC[CH]OC,[CH2]OCOC=C+CCCOC,C=COCOC+CC[CH]OC,True,True,True,True,rmg_rxn_10264
[CH2]CN+CCCOC<=>CCN+CC[CH]OC,[CH2]CN,CCCOC,CCN,CC[CH]OC,[CH2]CN+CCCOC,CCN+CC[CH]OC,True,True,True,True,rmg_rxn_10265
[O]N=[CH]+CCCOC<=>[CH2]N=O+CC[CH]OC,[O]N=[CH],CCCOC,[CH2]N=O,CC[CH]OC,[O]N=[CH]+CCCOC,[CH2]N=O+CC[CH]OC,True,True,True,True,rmg_rxn_10266
C=N+CC[CH]OC<=>C=[N]+CCCOC,C=N,CC[CH]OC,C=[N],CCCOC,C=N+CC[CH]OC,C=[N]+CCCOC,True,True,True,True,rmg_rxn_10267
[O-][NH+]=N+CC[CH]OC<=>[O-][NH+]=[N]+CCCOC,[O-][NH+]=N,CC[CH]OC,[O-][NH+]=[N],CCCOC,[O-][NH+]=N+CC[CH]OC,[O-][NH+]=[N]+CCCOC,True,True,True,True,rmg_rxn_10268
N[N]O+CC[CH]OC<=>N[N][O]+CCCOC,N[N]O,CC[CH]OC,N[N][O],CCCOC,N[N]O+CC[CH]OC,N[N][O]+CCCOC,True,True,True,True,rmg_rxn_10269
CCN+CC[CH]OC<=>C[CH]N+CCCOC,CCN,CC[CH]OC,C[CH]N,CCCOC,CCN+CC[CH]OC,C[CH]N+CCCOC,True,True,True,True,rmg_rxn_10270
CCCO+CC[CH]OC<=>CC[CH]O+CCCOC,CCCO,CC[CH]OC,CC[CH]O,CCCOC,CCCO+CC[CH]OC,CC[CH]O+CCCOC,True,True,True,True,rmg_rxn_10271
[O-][NH+]=CC+CC[CH]OC<=>[O-][NH+]=C[CH2]+CCCOC,[O-][NH+]=CC,CC[CH]OC,[O-][NH+]=C[CH2],CCCOC,[O-][NH+]=CC+CC[CH]OC,[O-][NH+]=C[CH2]+CCCOC,True,True,True,True,rmg_rxn_10272
ONC=C+CC[CH]OC<=>[O-][NH+]=C[CH2]+CCCOC,ONC=C,CC[CH]OC,[O-][NH+]=C[CH2],CCCOC,ONC=C+CC[CH]OC,[O-][NH+]=C[CH2]+CCCOC,True,True,True,True,rmg_rxn_10273
[O-][NH2+]C=C+CC[CH]OC<=>[O-][NH+]=C[CH2]+CCCOC,[O-][NH2+]C=C,CC[CH]OC,[O-][NH+]=C[CH2],CCCOC,[O-][NH2+]C=C+CC[CH]OC,[O-][NH+]=C[CH2]+CCCOC,True,True,True,True,rmg_rxn_10274
[O-][NH+]1CN1+CC[CH]OC<=>[O]N1CN1+CCCOC,[O-][NH+]1CN1,CC[CH]OC,[O]N1CN1,CCCOC,[O-][NH+]1CN1+CC[CH]OC,[O]N1CN1+CCCOC,True,True,True,True,rmg_rxn_10275
C[CH]C+CCCOC<=>CCC+CC[CH]OC,C[CH]C,CCCOC,CCC,CC[CH]OC,C[CH]C+CCCOC,CCC+CC[CH]OC,True,True,True,True,rmg_rxn_10276
CCS+CC[CH]OC<=>C[CH]S+CCCOC,CCS,CC[CH]OC,C[CH]S,CCCOC,CCS+CC[CH]OC,C[CH]S+CCCOC,True,True,True,True,rmg_rxn_10277
ON=N+CC[CH]OC<=>ON=[N]+CCCOC,ON=N,CC[CH]OC,ON=[N],CCCOC,ON=N+CC[CH]OC,ON=[N]+CCCOC,True,True,True,True,rmg_rxn_10278
CCCOC+C[C]=C(C)C=CC<=>CC[CH]OC+CC=CC(C)=CC,CCCOC,C[C]=C(C)C=CC,CC[CH]OC,CC=CC(C)=CC,CCCOC+C[C]=C(C)C=CC,CC[CH]OC+CC=CC(C)=CC,True,True,True,True,rmg_rxn_10279
[CH2]CC=O+CCCOC<=>CCC=O+CC[CH]OC,[CH2]CC=O,CCCOC,CCC=O,CC[CH]OC,[CH2]CC=O+CCCOC,CCC=O+CC[CH]OC,True,True,True,True,rmg_rxn_10280
[SH]+CC[CH]OC<=>[S]+CCCOC,[SH],CC[CH]OC,[S],CCCOC,[SH]+CC[CH]OC,[S]+CCCOC,True,True,True,True,rmg_rxn_10281
CCO+CC[CH]OC<=>C[CH]O+CCCOC,CCO,CC[CH]OC,C[CH]O,CCCOC,CCO+CC[CH]OC,C[CH]O+CCCOC,True,True,True,True,rmg_rxn_10282
CSCC+CC[CH]OC<=>CS[CH]C+CCCOC,CSCC,CC[CH]OC,CS[CH]C,CCCOC,CSCC+CC[CH]OC,CS[CH]C+CCCOC,True,True,True,True,rmg_rxn_10283
ON=[N]+CC[CH]OC<=>[O]N=[N]+CCCOC,ON=[N],CC[CH]OC,[O]N=[N],CCCOC,ON=[N]+CC[CH]OC,[O]N=[N]+CCCOC,True,True,True,True,rmg_rxn_10284
[O]N=[N]+CCCOC<=>[NH]N=O+CC[CH]OC,[O]N=[N],CCCOC,[NH]N=O,CC[CH]OC,[O]N=[N]+CCCOC,[NH]N=O+CC[CH]OC,True,True,True,True,rmg_rxn_10285
CN(O)[NH]+CC[CH]OC<=>CN([O])[NH]+CCCOC,CN(O)[NH],CC[CH]OC,CN([O])[NH],CCCOC,CN(O)[NH]+CC[CH]OC,CN([O])[NH]+CCCOC,True,True,True,True,rmg_rxn_10286
[O-][N+](N)C+CC[CH]OC<=>CN([O])[NH]+CCCOC,[O-][N+](N)C,CC[CH]OC,CN([O])[NH],CCCOC,[O-][N+](N)C+CC[CH]OC,CN([O])[NH]+CCCOC,True,True,True,True,rmg_rxn_10287
[CH2]SC+CC[CH]OC<=>[CH2]S[CH2]+CCCOC,[CH2]SC,CC[CH]OC,[CH2]S[CH2],CCCOC,[CH2]SC+CC[CH]OC,[CH2]S[CH2]+CCCOC,True,True,True,True,rmg_rxn_10288
CCC=O+CC[CH]OC<=>C[CH]C=O+CCCOC,CCC=O,CC[CH]OC,C[CH]C=O,CCCOC,CCC=O+CC[CH]OC,C[CH]C=O+CCCOC,True,True,True,True,rmg_rxn_10289
CC=COO+CC[CH]OC<=>CC=CO[O]+CCCOC,CC=COO,CC[CH]OC,CC=CO[O],CCCOC,CC=COO+CC[CH]OC,CC=CO[O]+CCCOC,True,True,True,True,rmg_rxn_10290
CC1NO1+CC[CH]OC<=>CC1[N]O1+CCCOC,CC1NO1,CC[CH]OC,CC1[N]O1,CCCOC,CC1NO1+CC[CH]OC,CC1[N]O1+CCCOC,True,True,True,True,rmg_rxn_10291
[CH2]CO+CCCOC<=>CCO+CC[CH]OC,[CH2]CO,CCCOC,CCO,CC[CH]OC,[CH2]CO+CCCOC,CCO+CC[CH]OC,True,True,True,True,rmg_rxn_10292
CCC=NN+CC[CH]OC<=>C[CH]C=NN+CCCOC,CCC=NN,CC[CH]OC,C[CH]C=NN,CCCOC,CCC=NN+CC[CH]OC,C[CH]C=NN+CCCOC,True,True,True,True,rmg_rxn_10293
[N-]([NH3+])C=CC+CC[CH]OC<=>C[CH]C=NN+CCCOC,[N-]([NH3+])C=CC,CC[CH]OC,C[CH]C=NN,CCCOC,[N-]([NH3+])C=CC+CC[CH]OC,C[CH]C=NN+CCCOC,True,True,True,True,rmg_rxn_10294
[NH-][NH2+]C=CC+CC[CH]OC<=>[N-][NH2+]C=CC+CCCOC,[NH-][NH2+]C=CC,CC[CH]OC,[N-][NH2+]C=CC,CCCOC,[NH-][NH2+]C=CC+CC[CH]OC,[N-][NH2+]C=CC+CCCOC,True,True,True,True,rmg_rxn_10295
CCC=[N+]([CH2])[O-]+CCCOC<=>CC[CH]OC+CCC=[N+](C)[O-],CCC=[N+]([CH2])[O-],CCCOC,CC[CH]OC,CCC=[N+](C)[O-],CCC=[N+]([CH2])[O-]+CCCOC,CC[CH]OC+CCC=[N+](C)[O-],True,True,True,True,rmg_rxn_10296
CSC[CH2]+CCCOC<=>CSCC+CC[CH]OC,CSC[CH2],CCCOC,CSCC,CC[CH]OC,CSC[CH2]+CCCOC,CSCC+CC[CH]OC,True,True,True,True,rmg_rxn_10297
C1CNO1+CC[CH]OC<=>C1C[N]O1+CCCOC,C1CNO1,CC[CH]OC,C1C[N]O1,CCCOC,C1CNO1+CC[CH]OC,C1C[N]O1+CCCOC,True,True,True,True,rmg_rxn_10298
CC[CH]OC+CCOCC<=>C[CH]OCC+CCCOC,CC[CH]OC,CCOCC,C[CH]OCC,CCCOC,CC[CH]OC+CCOCC,C[CH]OCC+CCCOC,True,True,True,True,rmg_rxn_10299
C[CH]CO+CCCOC<=>CCCO+CC[CH]OC,C[CH]CO,CCCOC,CCCO,CC[CH]OC,C[CH]CO+CCCOC,CCCO+CC[CH]OC,True,True,True,True,rmg_rxn_10300
CC[CH]OC+CC=CO[NH+](C)[NH-]<=>CC=CON([NH])C+CCCOC,CC[CH]OC,CC=CO[NH+](C)[NH-],CC=CON([NH])C,CCCOC,CC[CH]OC+CC=CO[NH+](C)[NH-],CC=CON([NH])C+CCCOC,True,True,True,True,rmg_rxn_10301
CC[CH]OC+CCNOC=CC<=>CCCOC+CC[N]OC=CC,CC[CH]OC,CCNOC=CC,CCCOC,CC[N]OC=CC,CC[CH]OC+CCNOC=CC,CCCOC+CC[N]OC=CC,True,True,True,True,rmg_rxn_10302
[CH2]CCOC+CCCOC<=>CC[CH]OC+CCCOC,[CH2]CCOC,CCCOC,CC[CH]OC,CCCOC,[CH2]CCOC+CCCOC,CC[CH]OC+CCCOC,True,True,True,True,rmg_rxn_10303
[O-][NH+]CC+CC[CH]OC<=>CC[N][O]+CCCOC,[O-][NH+]CC,CC[CH]OC,CC[N][O],CCCOC,[O-][NH+]CC+CC[CH]OC,CC[N][O]+CCCOC,True,True,True,True,rmg_rxn_10304
C[CH]S+CC[CH]OC<=>C[CH][S]+CCCOC,C[CH]S,CC[CH]OC,C[CH][S],CCCOC,C[CH]S+CC[CH]OC,C[CH][S]+CCCOC,True,True,True,True,rmg_rxn_10305
C[N]N+CC[CH]OC<=>C[N][NH]+CCCOC,C[N]N,CC[CH]OC,C[N][NH],CCCOC,C[N]N+CC[CH]OC,C[N][NH]+CCCOC,True,True,True,True,rmg_rxn_10306
[CH]CC+CCCO<=>[CH2]CC+[CH2]CCO,[CH]CC,CCCO,[CH2]CC,[CH2]CCO,[CH]CC+CCCO,[CH2]CC+[CH2]CCO,True,True,True,True,rmg_rxn_10307
[NH]N+[CH2]CCO<=>[N]N+CCCO,[NH]N,[CH2]CCO,[N]N,CCCO,[NH]N+[CH2]CCO,[N]N+CCCO,True,True,True,True,rmg_rxn_10308
CC[NH]+[CH2]CCO<=>CC[N]+CCCO,CC[NH],[CH2]CCO,CC[N],CCCO,CC[NH]+[CH2]CCO,CC[N]+CCCO,True,True,True,True,rmg_rxn_10309
[O]O+[CH2]CCO<=>[O][O]+CCCO,[O]O,[CH2]CCO,[O][O],CCCO,[O]O+[CH2]CCO,[O][O]+CCCO,True,True,True,True,rmg_rxn_10310
CCCO+[CH2]OCCC[O]<=>[CH2]CCO+[CH2]OCCCO,CCCO,[CH2]OCCC[O],[CH2]CCO,[CH2]OCCCO,CCCO+[CH2]OCCC[O],[CH2]CCO+[CH2]OCCCO,True,True,True,True,rmg_rxn_10311
[CH2]CCO+COCCC[O]<=>CCCO+[CH2]OCCC[O],[CH2]CCO,COCCC[O],CCCO,[CH2]OCCC[O],[CH2]CCO+COCCC[O],CCCO+[CH2]OCCC[O],True,True,True,True,rmg_rxn_10312
CCCO+[CH2]CCOC[O]<=>[CH2]CCO+[CH2]CCOCO,CCCO,[CH2]CCOC[O],[CH2]CCO,[CH2]CCOCO,CCCO+[CH2]CCOC[O],[CH2]CCO+[CH2]CCOCO,True,True,True,True,rmg_rxn_10313
[CH2]CCO+CCCOC[O]<=>CCCO+[CH2]CCOC[O],[CH2]CCO,CCCOC[O],CCCO,[CH2]CCOC[O],[CH2]CCO+CCCOC[O],CCCO+[CH2]CCOC[O],True,True,True,True,rmg_rxn_10314
[OH]+CCCO<=>O+[CH2]CCO,[OH],CCCO,O,[CH2]CCO,[OH]+CCCO,O+[CH2]CCO,True,True,True,True,rmg_rxn_10315
O1ON1+[CH2]CCO<=>O1O[N]1+CCCO,O1ON1,[CH2]CCO,O1O[N]1,CCCO,O1ON1+[CH2]CCO,O1O[N]1+CCCO,True,True,True,True,rmg_rxn_10316
[CH3]+CCCO<=>C+[CH2]CCO,[CH3],CCCO,C,[CH2]CCO,[CH3]+CCCO,C+[CH2]CCO,True,True,True,True,rmg_rxn_10317
NN=O+[CH2]CCO<=>[NH]N=O+CCCO,NN=O,[CH2]CCO,[NH]N=O,CCCO,NN=O+[CH2]CCO,[NH]N=O+CCCO,True,True,True,True,rmg_rxn_10318
ON=N+[CH2]CCO<=>[NH]N=O+CCCO,ON=N,[CH2]CCO,[NH]N=O,CCCO,ON=N+[CH2]CCO,[NH]N=O+CCCO,True,True,True,True,rmg_rxn_10319
[O-][NH+]=N+[CH2]CCO<=>[NH]N=O+CCCO,[O-][NH+]=N,[CH2]CCO,[NH]N=O,CCCO,[O-][NH+]=N+[CH2]CCO,[NH]N=O+CCCO,True,True,True,True,rmg_rxn_10320
CN=O+[CH2]CCO<=>[CH2]N=O+CCCO,CN=O,[CH2]CCO,[CH2]N=O,CCCO,CN=O+[CH2]CCO,[CH2]N=O+CCCO,True,True,True,True,rmg_rxn_10321
ON=C+[CH2]CCO<=>[CH2]N=O+CCCO,ON=C,[CH2]CCO,[CH2]N=O,CCCO,ON=C+[CH2]CCO,[CH2]N=O+CCCO,True,True,True,True,rmg_rxn_10322
[O-][NH+]=C+[CH2]CCO<=>[CH2]N=O+CCCO,[O-][NH+]=C,[CH2]CCO,[CH2]N=O,CCCO,[O-][NH+]=C+[CH2]CCO,[CH2]N=O+CCCO,True,True,True,True,rmg_rxn_10323
N=O+[CH2]CCO<=>[N]=O+CCCO,N=O,[CH2]CCO,[N]=O,CCCO,N=O+[CH2]CCO,[N]=O+CCCO,True,True,True,True,rmg_rxn_10324
CCN+[CH2]CCO<=>CC[NH]+CCCO,CCN,[CH2]CCO,CC[NH],CCCO,CCN+[CH2]CCO,CC[NH]+CCCO,True,True,True,True,rmg_rxn_10325
[CH2]CCO+CC#CC<=>CCCO+[CH2]C#CC,[CH2]CCO,CC#CC,CCCO,[CH2]C#CC,[CH2]CCO+CC#CC,CCCO+[CH2]C#CC,True,True,True,True,rmg_rxn_10326
[O-][NH+]CC+[CH2]CCO<=>[O-][NH+][CH]C+CCCO,[O-][NH+]CC,[CH2]CCO,[O-][NH+][CH]C,CCCO,[O-][NH+]CC+[CH2]CCO,[O-][NH+][CH]C+CCCO,True,True,True,True,rmg_rxn_10327
CCS+[CH2]CCO<=>CC[S]+CCCO,CCS,[CH2]CCO,CC[S],CCCO,CCS+[CH2]CCO,CC[S]+CCCO,True,True,True,True,rmg_rxn_10328
[CH2]CCO+CSCC<=>[CH2]SCC+CCCO,[CH2]CCO,CSCC,[CH2]SCC,CCCO,[CH2]CCO+CSCC,[CH2]SCC+CCCO,True,True,True,True,rmg_rxn_10329
[CH2]CCO+CCC<=>[CH2]CC+CCCO,[CH2]CCO,CCC,[CH2]CC,CCCO,[CH2]CCO+CCC,[CH2]CC+CCCO,True,True,True,True,rmg_rxn_10330
[N-]=[NH2+]+[CH2]CCO<=>[N]=N+CCCO,[N-]=[NH2+],[CH2]CCO,[N]=N,CCCO,[N-]=[NH2+]+[CH2]CCO,[N]=N+CCCO,True,True,True,True,rmg_rxn_10331
[O-][NH+]CC+[CH2]CCO<=>[O-][NH+]C[CH2]+CCCO,[O-][NH+]CC,[CH2]CCO,[O-][NH+]C[CH2],CCCO,[O-][NH+]CC+[CH2]CCO,[O-][NH+]C[CH2]+CCCO,True,True,True,True,rmg_rxn_10332
[H]+CCCO<=>[H][H]+[CH2]CCO,[H],CCCO,[H][H],[CH2]CCO,[H]+CCCO,[H][H]+[CH2]CCO,True,True,True,True,rmg_rxn_10333
CC=NO+[CH2]CCO<=>CC=N[O]+CCCO,CC=NO,[CH2]CCO,CC=N[O],CCCO,CC=NO+[CH2]CCO,CC=N[O]+CCCO,True,True,True,True,rmg_rxn_10334
CCN=O+[CH2]CCO<=>CC=N[O]+CCCO,CCN=O,[CH2]CCO,CC=N[O],CCCO,CCN=O+[CH2]CCO,CC=N[O]+CCCO,True,True,True,True,rmg_rxn_10335
[O-][NH+]=CC+[CH2]CCO<=>CC=N[O]+CCCO,[O-][NH+]=CC,[CH2]CCO,CC=N[O],CCCO,[O-][NH+]=CC+[CH2]CCO,CC=N[O]+CCCO,True,True,True,True,rmg_rxn_10336
[CH2]CCO+CCSCC<=>CCCO+[CH2]CSCC,[CH2]CCO,CCSCC,CCCO,[CH2]CSCC,[CH2]CCO+CCSCC,CCCO+[CH2]CSCC,True,True,True,True,rmg_rxn_10337
[CH2]CCO+CCCC<=>CCCO+C[CH]CC,[CH2]CCO,CCCC,CCCO,C[CH]CC,[CH2]CCO+CCCC,CCCO+C[CH]CC,True,True,True,True,rmg_rxn_10338
[CH2]CCO+CCCOC<=>CCCO+[CH2]OCCC,[CH2]CCO,CCCOC,CCCO,[CH2]OCCC,[CH2]CCO+CCCOC,CCCO+[CH2]OCCC,True,True,True,True,rmg_rxn_10339
