rxn_smiles,reactant_0,reactant_1,product_0,product_1,reactants,products,r1_valid,r2_valid,p1_valid,p2_valid,reaction
[CH2]CN=O+CCCOCC<=>CCN=O+CC[CH]OCC,[CH2]CN=O,CCCOCC,CCN=O,CC[CH]OCC,[CH2]CN=O+CCCOCC,CCN=O+CC[CH]OCC,True,True,True,True,rmg_rxn_336
[CH]1COCOC1+CCCOCC<=>C1COCOC1+CC[CH]OCC,[CH]1COCOC1,CCCOCC,C1COCOC1,CC[CH]OCC,[CH]1COCOC1+CCCOCC,C1COCOC1+CC[CH]OCC,True,True,True,True,rmg_rxn_337
C[CH]COCC+CCCOCC<=>CC[CH]OCC+CCCOCC,C[CH]COCC,CCCOCC,CC[CH]OCC,CCCOCC,C[CH]COCC+CCCOCC,CC[CH]OCC+CCCOCC,True,True,True,True,rmg_rxn_338
[CH2]CCOCC+CCCOCC<=>CC[CH]OCC+CCCOCC,[CH2]CCOCC,CCCOCC,CC[CH]OCC,CCCOCC,[CH2]CCOCC+CCCOCC,CC[CH]OCC+CCCOCC,True,True,True,True,rmg_rxn_339
C1COCOC1+CC[CH]OCC<=>[CH]1CCOCO1+CCCOCC,C1COCOC1,CC[CH]OCC,[CH]1CCOCO1,CCCOCC,C1COCOC1+CC[CH]OCC,[CH]1CCOCO1+CCCOCC,True,True,True,True,rmg_rxn_340
CC[CH]OCC+CCCOCC<=>C[CH]OCCC+CCCOCC,CC[CH]OCC,CCCOCC,C[CH]OCCC,CCCOCC,CC[CH]OCC+CCCOCC,C[CH]OCCC+CCCOCC,True,True,True,True,rmg_rxn_341
CCC[O]+CCCOCC<=>CCCO+CC[CH]OCC,CCC[O],CCCOCC,CCCO,CC[CH]OCC,CCC[O]+CCCOCC,CCCO+CC[CH]OCC,True,True,True,True,rmg_rxn_342
[CH]=CC+CCCC<=>C=CC+C[CH]CC,[CH]=CC,CCCC,C=CC,C[CH]CC,[CH]=CC+CCCC,C=CC+C[CH]CC,True,True,True,True,rmg_rxn_343
[CH]=CC+CCCC<=>C=CC+[CH2]CCC,[CH]=CC,CCCC,C=CC,[CH2]CCC,[CH]=CC+CCCC,C=CC+[CH2]CCC,True,True,True,True,rmg_rxn_344
[CH]=CC+CCCOCC<=>C=CC+C[CH]COCC,[CH]=CC,CCCOCC,C=CC,C[CH]COCC,[CH]=CC+CCCOCC,C=CC+C[CH]COCC,True,True,True,True,rmg_rxn_345
[CH]=CC+CCCOCC<=>C=CC+CC[CH]OCC,[CH]=CC,CCCOCC,C=CC,CC[CH]OCC,[CH]=CC+CCCOCC,C=CC+CC[CH]OCC,True,True,True,True,rmg_rxn_346
[CH]=CC+CCCOCC<=>C=CC+C[CH]OCCC,[CH]=CC,CCCOCC,C=CC,C[CH]OCCC,[CH]=CC+CCCOCC,C=CC+C[CH]OCCC,True,True,True,True,rmg_rxn_347
[CH]=CC+CCCOCC<=>C=CC+[CH2]CCOCC,[CH]=CC,CCCOCC,C=CC,[CH2]CCOCC,[CH]=CC+CCCOCC,C=CC+[CH2]CCOCC,True,True,True,True,rmg_rxn_348
[CH]=CC+CCCOCC<=>C=CC+[CH2]COCCC,[CH]=CC,CCCOCC,C=CC,[CH2]COCCC,[CH]=CC+CCCOCC,C=CC+[CH2]COCCC,True,True,True,True,rmg_rxn_349
[CH]=CC+C1COCOC1<=>C=CC+[CH]1COCOC1,[CH]=CC,C1COCOC1,C=CC,[CH]1COCOC1,[CH]=CC+C1COCOC1,C=CC+[CH]1COCOC1,True,True,True,True,rmg_rxn_350
[CH]=CC+C1COCOC1<=>C=CC+[CH]1CCOCO1,[CH]=CC,C1COCOC1,C=CC,[CH]1CCOCO1,[CH]=CC+C1COCOC1,C=CC+[CH]1CCOCO1,True,True,True,True,rmg_rxn_351
[CH]=CC+C1COCOC1<=>C=CC+[CH]1OCCCO1,[CH]=CC,C1COCOC1,C=CC,[CH]1OCCCO1,[CH]=CC+C1COCOC1,C=CC+[CH]1OCCCO1,True,True,True,True,rmg_rxn_352
[SH]+C=CC<=>S+[CH]=CC,[SH],C=CC,S,[CH]=CC,[SH]+C=CC,S+[CH]=CC,True,True,True,True,rmg_rxn_353
C=CC+CCS[CH]C<=>[CH]=CC+CCSCC,C=CC,CCS[CH]C,[CH]=CC,CCSCC,C=CC+CCS[CH]C,[CH]=CC+CCSCC,True,True,True,True,rmg_rxn_354
[CH]=CC+CCSCC<=>C=CC+[CH2]CSCC,[CH]=CC,CCSCC,C=CC,[CH2]CSCC,[CH]=CC+CCSCC,C=CC+[CH2]CSCC,True,True,True,True,rmg_rxn_355
CCN=O+[CH]=CC<=>CC=N[O]+C=CC,CCN=O,[CH]=CC,CC=N[O],C=CC,CCN=O+[CH]=CC,CC=N[O]+C=CC,True,True,True,True,rmg_rxn_356
CCN=O+[CH]=CC<=>[CH2]CN=O+C=CC,CCN=O,[CH]=CC,[CH2]CN=O,C=CC,CCN=O+[CH]=CC,[CH2]CN=O+C=CC,True,True,True,True,rmg_rxn_357
CC[NH]+[CH]=CC<=>CC[N]+C=CC,CC[NH],[CH]=CC,CC[N],C=CC,CC[NH]+[CH]=CC,CC[N]+C=CC,True,True,True,True,rmg_rxn_362
[NH]N+[CH]=CC<=>[N]N+C=CC,[NH]N,[CH]=CC,[N]N,C=CC,[NH]N+[CH]=CC,[N]N+C=CC,True,True,True,True,rmg_rxn_363
[CH]=CC+[CH2]CC<=>C=CC+[CH]CC,[CH]=CC,[CH2]CC,C=CC,[CH]CC,[CH]=CC+[CH2]CC,C=CC+[CH]CC,True,True,True,True,rmg_rxn_364
CCS+[CH]=CC<=>CC[S]+C=CC,CCS,[CH]=CC,CC[S],C=CC,CCS+[CH]=CC,CC[S]+C=CC,True,True,True,True,rmg_rxn_365
CC=NO+[CH]=CC<=>CC=N[O]+C=CC,CC=NO,[CH]=CC,CC=N[O],C=CC,CC=NO+[CH]=CC,CC=N[O]+C=CC,True,True,True,True,rmg_rxn_367
[CH]=CC+CCCO<=>C=CC+CCC[O],[CH]=CC,CCCO,C=CC,CCC[O],[CH]=CC+CCCO,C=CC+CCC[O],True,True,True,True,rmg_rxn_368
CC[O]+CCCC<=>CCO+C[CH]CC,CC[O],CCCC,CCO,C[CH]CC,CC[O]+CCCC,CCO+C[CH]CC,True,True,True,True,rmg_rxn_370
CC[O]+CCCC<=>CCO+[CH2]CCC,CC[O],CCCC,CCO,[CH2]CCC,CC[O]+CCCC,CCO+[CH2]CCC,True,True,True,True,rmg_rxn_371
CC[O]+CCCOCC<=>CCO+C[CH]COCC,CC[O],CCCOCC,CCO,C[CH]COCC,CC[O]+CCCOCC,CCO+C[CH]COCC,True,True,True,True,rmg_rxn_372
CC[O]+CCCOCC<=>CCO+CC[CH]OCC,CC[O],CCCOCC,CCO,CC[CH]OCC,CC[O]+CCCOCC,CCO+CC[CH]OCC,True,True,True,True,rmg_rxn_373
CC[O]+CCCOCC<=>CCO+C[CH]OCCC,CC[O],CCCOCC,CCO,C[CH]OCCC,CC[O]+CCCOCC,CCO+C[CH]OCCC,True,True,True,True,rmg_rxn_374
CC[O]+CCCOCC<=>CCO+[CH2]CCOCC,CC[O],CCCOCC,CCO,[CH2]CCOCC,CC[O]+CCCOCC,CCO+[CH2]CCOCC,True,True,True,True,rmg_rxn_375
CC[O]+CCCOCC<=>CCO+[CH2]COCCC,CC[O],CCCOCC,CCO,[CH2]COCCC,CC[O]+CCCOCC,CCO+[CH2]COCCC,True,True,True,True,rmg_rxn_376
CC[O]+C1COCOC1<=>CCO+[CH]1COCOC1,CC[O],C1COCOC1,CCO,[CH]1COCOC1,CC[O]+C1COCOC1,CCO+[CH]1COCOC1,True,True,True,True,rmg_rxn_377
CC[O]+C1COCOC1<=>CCO+[CH]1CCOCO1,CC[O],C1COCOC1,CCO,[CH]1CCOCO1,CC[O]+C1COCOC1,CCO+[CH]1CCOCO1,True,True,True,True,rmg_rxn_378
CC[O]+C1COCOC1<=>CCO+[CH]1OCCCO1,CC[O],C1COCOC1,CCO,[CH]1OCCCO1,CC[O]+C1COCOC1,CCO+[CH]1OCCCO1,True,True,True,True,rmg_rxn_379
S+CC[O]<=>[SH]+CCO,S,CC[O],[SH],CCO,S+CC[O],[SH]+CCO,True,True,True,True,rmg_rxn_380
CC[O]+CCSCC<=>CCO+CCS[CH]C,CC[O],CCSCC,CCO,CCS[CH]C,CC[O]+CCSCC,CCO+CCS[CH]C,True,True,True,True,rmg_rxn_381
CC[O]+CCSCC<=>CCO+[CH2]CSCC,CC[O],CCSCC,CCO,[CH2]CSCC,CC[O]+CCSCC,CCO+[CH2]CSCC,True,True,True,True,rmg_rxn_382
CC[O]+CCN=O<=>CC=N[O]+CCO,CC[O],CCN=O,CC=N[O],CCO,CC[O]+CCN=O,CC=N[O]+CCO,True,True,True,True,rmg_rxn_383
CC[O]+CCN=O<=>[CH2]CN=O+CCO,CC[O],CCN=O,[CH2]CN=O,CCO,CC[O]+CCN=O,[CH2]CN=O+CCO,True,True,True,True,rmg_rxn_384
CC#N+CC[O]<=>C=C=[N]+CCO,CC#N,CC[O],C=C=[N],CCO,CC#N+CC[O],C=C=[N]+CCO,True,True,True,True,rmg_rxn_387
CC[O]+CC#CC<=>CCO+[CH2]C#CC,CC[O],CC#CC,CCO,[CH2]C#CC,CC[O]+CC#CC,CCO+[CH2]C#CC,True,True,True,True,rmg_rxn_388
CC[O]+CC[NH]<=>CC[N]+CCO,CC[O],CC[NH],CC[N],CCO,CC[O]+CC[NH],CC[N]+CCO,True,True,True,True,rmg_rxn_389
[NH]N+CC[O]<=>[N]N+CCO,[NH]N,CC[O],[N]N,CCO,[NH]N+CC[O],[N]N+CCO,True,True,True,True,rmg_rxn_390
CCO+[CH]CC<=>CC[O]+[CH2]CC,CCO,[CH]CC,CC[O],[CH2]CC,CCO+[CH]CC,CC[O]+[CH2]CC,True,True,True,True,rmg_rxn_391
CC[O]+CCS<=>CC[S]+CCO,CC[O],CCS,CC[S],CCO,CC[O]+CCS,CC[S]+CCO,True,True,True,True,rmg_rxn_392
CC[O]+CC=NO<=>CC=N[O]+CCO,CC[O],CC=NO,CC=N[O],CCO,CC[O]+CC=NO,CC=N[O]+CCO,True,True,True,True,rmg_rxn_394
CCO+CCC[O]<=>CC[O]+CCCO,CCO,CCC[O],CC[O],CCCO,CCO+CCC[O],CC[O]+CCCO,True,True,True,True,rmg_rxn_395
CCO+[CH]=CC<=>CC[O]+C=CC,CCO,[CH]=CC,CC[O],C=CC,CCO+[CH]=CC,CC[O]+C=CC,True,True,True,True,rmg_rxn_396
[O]O+C[CH]CC<=>[O][O]+CCCC,[O]O,C[CH]CC,[O][O],CCCC,[O]O+C[CH]CC,[O][O]+CCCC,True,True,True,True,rmg_rxn_398
[O]O+[CH2]CCC<=>[O][O]+CCCC,[O]O,[CH2]CCC,[O][O],CCCC,[O]O+[CH2]CCC,[O][O]+CCCC,True,True,True,True,rmg_rxn_399
[O]O+C[CH]OCCC<=>[O][O]+CCCOCC,[O]O,C[CH]OCCC,[O][O],CCCOCC,[O]O+C[CH]OCCC,[O][O]+CCCOCC,True,True,True,True,rmg_rxn_402
[O]O+[CH2]COCCC<=>[O][O]+CCCOCC,[O]O,[CH2]COCCC,[O][O],CCCOCC,[O]O+[CH2]COCCC,[O][O]+CCCOCC,True,True,True,True,rmg_rxn_404
[O]O+[CH]1COCOC1<=>[O][O]+C1COCOC1,[O]O,[CH]1COCOC1,[O][O],C1COCOC1,[O]O+[CH]1COCOC1,[O][O]+C1COCOC1,True,True,True,True,rmg_rxn_405
[O]O+[CH]1CCOCO1<=>[O][O]+C1COCOC1,[O]O,[CH]1CCOCO1,[O][O],C1COCOC1,[O]O+[CH]1CCOCO1,[O][O]+C1COCOC1,True,True,True,True,rmg_rxn_406
[SH]+[O]O<=>[O][O]+S,[SH],[O]O,[O][O],S,[SH]+[O]O,[O][O]+S,True,True,True,True,rmg_rxn_408
[O]O+CCS[CH]C<=>[O][O]+CCSCC,[O]O,CCS[CH]C,[O][O],CCSCC,[O]O+CCS[CH]C,[O][O]+CCSCC,True,True,True,True,rmg_rxn_409
[O]O+[CH2]CSCC<=>[O][O]+CCSCC,[O]O,[CH2]CSCC,[O][O],CCSCC,[O]O+[CH2]CSCC,[O][O]+CCSCC,True,True,True,True,rmg_rxn_410
[O]O+CC=N[O]<=>[O][O]+CCN=O,[O]O,CC=N[O],[O][O],CCN=O,[O]O+CC=N[O],[O][O]+CCN=O,True,True,True,True,rmg_rxn_411
[O]O+[CH2]CN=O<=>[O][O]+CCN=O,[O]O,[CH2]CN=O,[O][O],CCN=O,[O]O+[CH2]CN=O,[O][O]+CCN=O,True,True,True,True,rmg_rxn_412
[O]O+CC[N]<=>[O][O]+CC[NH],[O]O,CC[N],[O][O],CC[NH],[O]O+CC[N],[O][O]+CC[NH],True,True,True,True,rmg_rxn_417
[O]O+[N]N<=>[O][O]+[NH]N,[O]O,[N]N,[O][O],[NH]N,[O]O+[N]N,[O][O]+[NH]N,True,True,True,True,rmg_rxn_418
[O]O+[CH]CC<=>[O][O]+[CH2]CC,[O]O,[CH]CC,[O][O],[CH2]CC,[O]O+[CH]CC,[O][O]+[CH2]CC,True,True,True,True,rmg_rxn_419
[O]O+CC[S]<=>[O][O]+CCS,[O]O,CC[S],[O][O],CCS,[O]O+CC[S],[O][O]+CCS,True,True,True,True,rmg_rxn_420
[O]O+CC=N[O]<=>[O][O]+CC=NO,[O]O,CC=N[O],[O][O],CC=NO,[O]O+CC=N[O],[O][O]+CC=NO,True,True,True,True,rmg_rxn_422
[O]O+CCC[O]<=>[O][O]+CCCO,[O]O,CCC[O],[O][O],CCCO,[O]O+CCC[O],[O][O]+CCCO,True,True,True,True,rmg_rxn_423
[O][O]+C=CC<=>[O]O+[CH]=CC,[O][O],C=CC,[O]O,[CH]=CC,[O][O]+C=CC,[O]O+[CH]=CC,True,True,True,True,rmg_rxn_424
[O]O+CC[O]<=>[O][O]+CCO,[O]O,CC[O],[O][O],CCO,[O]O+CC[O],[O][O]+CCO,True,True,True,True,rmg_rxn_425
[CH2]CC+CCSCC<=>CCC+CCS[CH]C,[CH2]CC,CCSCC,CCC,CCS[CH]C,[CH2]CC+CCSCC,CCC+CCS[CH]C,True,True,True,True,rmg_rxn_498
[CH2]CC+CCSCC<=>CCC+[CH2]CSCC,[CH2]CC,CCSCC,CCC,[CH2]CSCC,[CH2]CC+CCSCC,CCC+[CH2]CSCC,True,True,True,True,rmg_rxn_499
CCN=O+[CH2]CC<=>CC=N[O]+CCC,CCN=O,[CH2]CC,CC=N[O],CCC,CCN=O+[CH2]CC,CC=N[O]+CCC,True,True,True,True,rmg_rxn_500
CCN=O+[CH2]CC<=>[CH2]CN=O+CCC,CCN=O,[CH2]CC,[CH2]CN=O,CCC,CCN=O+[CH2]CC,[CH2]CN=O+CCC,True,True,True,True,rmg_rxn_501
CC#N+[CH2]CC<=>C=C=[N]+CCC,CC#N,[CH2]CC,C=C=[N],CCC,CC#N+[CH2]CC,C=C=[N]+CCC,True,True,True,True,rmg_rxn_504
[CH2]CC+CC#CC<=>CCC+[CH2]C#CC,[CH2]CC,CC#CC,CCC,[CH2]C#CC,[CH2]CC+CC#CC,CCC+[CH2]C#CC,True,True,True,True,rmg_rxn_505
CC[NH]+[CH2]CC<=>CC[N]+CCC,CC[NH],[CH2]CC,CC[N],CCC,CC[NH]+[CH2]CC,CC[N]+CCC,True,True,True,True,rmg_rxn_506
[NH]N+[CH2]CC<=>[N]N+CCC,[NH]N,[CH2]CC,[N]N,CCC,[NH]N+[CH2]CC,[N]N+CCC,True,True,True,True,rmg_rxn_507
[CH]CC+CCC<=>[CH2]CC+[CH2]CC,[CH]CC,CCC,[CH2]CC,[CH2]CC,[CH]CC+CCC,[CH2]CC+[CH2]CC,True,True,True,True,rmg_rxn_508
CCS+[CH2]CC<=>CC[S]+CCC,CCS,[CH2]CC,CC[S],CCC,CCS+[CH2]CC,CC[S]+CCC,True,True,True,True,rmg_rxn_509
CC=NO+[CH2]CC<=>CC=N[O]+CCC,CC=NO,[CH2]CC,CC=N[O],CCC,CC=NO+[CH2]CC,CC=N[O]+CCC,True,True,True,True,rmg_rxn_511
CCC[O]+CCC<=>[CH2]CC+CCCO,CCC[O],CCC,[CH2]CC,CCCO,CCC[O]+CCC,[CH2]CC+CCCO,True,True,True,True,rmg_rxn_512
[CH]=CC+CCC<=>C=CC+[CH2]CC,[CH]=CC,CCC,C=CC,[CH2]CC,[CH]=CC+CCC,C=CC+[CH2]CC,True,True,True,True,rmg_rxn_513
CC[O]+CCC<=>CCO+[CH2]CC,CC[O],CCC,CCO,[CH2]CC,CC[O]+CCC,CCO+[CH2]CC,True,True,True,True,rmg_rxn_514
[O]O+[CH2]CC<=>[O][O]+CCC,[O]O,[CH2]CC,[O][O],CCC,[O]O+[CH2]CC,[O][O]+CCC,True,True,True,True,rmg_rxn_515
CSCC+C[CH]CC<=>[CH2]SCC+CCCC,CSCC,C[CH]CC,[CH2]SCC,CCCC,CSCC+C[CH]CC,[CH2]SCC+CCCC,True,True,True,True,rmg_rxn_519
CSCC+[CH2]CCC<=>[CH2]SCC+CCCC,CSCC,[CH2]CCC,[CH2]SCC,CCCC,CSCC+[CH2]CCC,[CH2]SCC+CCCC,True,True,True,True,rmg_rxn_520
CSCC+C[CH]COCC<=>[CH2]SCC+CCCOCC,CSCC,C[CH]COCC,[CH2]SCC,CCCOCC,CSCC+C[CH]COCC,[CH2]SCC+CCCOCC,True,True,True,True,rmg_rxn_521
CSCC+CC[CH]OCC<=>[CH2]SCC+CCCOCC,CSCC,CC[CH]OCC,[CH2]SCC,CCCOCC,CSCC+CC[CH]OCC,[CH2]SCC+CCCOCC,True,True,True,True,rmg_rxn_522
CSCC+C[CH]OCCC<=>[CH2]SCC+CCCOCC,CSCC,C[CH]OCCC,[CH2]SCC,CCCOCC,CSCC+C[CH]OCCC,[CH2]SCC+CCCOCC,True,True,True,True,rmg_rxn_523
CSCC+[CH2]CCOCC<=>[CH2]SCC+CCCOCC,CSCC,[CH2]CCOCC,[CH2]SCC,CCCOCC,CSCC+[CH2]CCOCC,[CH2]SCC+CCCOCC,True,True,True,True,rmg_rxn_524
CSCC+[CH2]COCCC<=>[CH2]SCC+CCCOCC,CSCC,[CH2]COCCC,[CH2]SCC,CCCOCC,CSCC+[CH2]COCCC,[CH2]SCC+CCCOCC,True,True,True,True,rmg_rxn_525
CSCC+[CH]1COCOC1<=>[CH2]SCC+C1COCOC1,CSCC,[CH]1COCOC1,[CH2]SCC,C1COCOC1,CSCC+[CH]1COCOC1,[CH2]SCC+C1COCOC1,True,True,True,True,rmg_rxn_526
CSCC+[CH]1CCOCO1<=>[CH2]SCC+C1COCOC1,CSCC,[CH]1CCOCO1,[CH2]SCC,C1COCOC1,CSCC+[CH]1CCOCO1,[CH2]SCC+C1COCOC1,True,True,True,True,rmg_rxn_527
CSCC+[CH]1OCCCO1<=>[CH2]SCC+C1COCOC1,CSCC,[CH]1OCCCO1,[CH2]SCC,C1COCOC1,CSCC+[CH]1OCCCO1,[CH2]SCC+C1COCOC1,True,True,True,True,rmg_rxn_528
S+[CH2]SCC<=>[SH]+CSCC,S,[CH2]SCC,[SH],CSCC,S+[CH2]SCC,[SH]+CSCC,True,True,True,True,rmg_rxn_529
[CH2]SCC+CCSCC<=>CSCC+CCS[CH]C,[CH2]SCC,CCSCC,CSCC,CCS[CH]C,[CH2]SCC+CCSCC,CSCC+CCS[CH]C,True,True,True,True,rmg_rxn_530
CSCC+[CH2]CSCC<=>[CH2]SCC+CCSCC,CSCC,[CH2]CSCC,[CH2]SCC,CCSCC,CSCC+[CH2]CSCC,[CH2]SCC+CCSCC,True,True,True,True,rmg_rxn_531
[NH]N+[CH2]SCC<=>[N]N+CSCC,[NH]N,[CH2]SCC,[N]N,CSCC,[NH]N+[CH2]SCC,[N]N+CSCC,True,True,True,True,rmg_rxn_539
CCS+[CH2]SCC<=>CC[S]+CSCC,CCS,[CH2]SCC,CC[S],CSCC,CCS+[CH2]SCC,CC[S]+CSCC,True,True,True,True,rmg_rxn_541
CC=NO+[CH2]SCC<=>CC=N[O]+CSCC,CC=NO,[CH2]SCC,CC=N[O],CSCC,CC=NO+[CH2]SCC,CC=N[O]+CSCC,True,True,True,True,rmg_rxn_543
CCC[O]+CSCC<=>[CH2]SCC+CCCO,CCC[O],CSCC,[CH2]SCC,CCCO,CCC[O]+CSCC,[CH2]SCC+CCCO,True,True,True,True,rmg_rxn_544
C=CC+[CH2]SCC<=>[CH]=CC+CSCC,C=CC,[CH2]SCC,[CH]=CC,CSCC,C=CC+[CH2]SCC,[CH]=CC+CSCC,True,True,True,True,rmg_rxn_545
CC[O]+CSCC<=>CCO+[CH2]SCC,CC[O],CSCC,CCO,[CH2]SCC,CC[O]+CSCC,CCO+[CH2]SCC,True,True,True,True,rmg_rxn_546
[O]O+[CH2]SCC<=>[O][O]+CSCC,[O]O,[CH2]SCC,[O][O],CSCC,[O]O+[CH2]SCC,[O][O]+CSCC,True,True,True,True,rmg_rxn_547
[CH2]CC+CSCC<=>[CH2]SCC+CCC,[CH2]CC,CSCC,[CH2]SCC,CCC,[CH2]CC+CSCC,[CH2]SCC+CCC,True,True,True,True,rmg_rxn_550
CN=O+C[CH]CC<=>[CH2]N=O+CCCC,CN=O,C[CH]CC,[CH2]N=O,CCCC,CN=O+C[CH]CC,[CH2]N=O+CCCC,True,True,True,True,rmg_rxn_586
CN=O+[CH2]CCC<=>[CH2]N=O+CCCC,CN=O,[CH2]CCC,[CH2]N=O,CCCC,CN=O+[CH2]CCC,[CH2]N=O+CCCC,True,True,True,True,rmg_rxn_587
CN=O+C[CH]COCC<=>[CH2]N=O+CCCOCC,CN=O,C[CH]COCC,[CH2]N=O,CCCOCC,CN=O+C[CH]COCC,[CH2]N=O+CCCOCC,True,True,True,True,rmg_rxn_588
CN=O+C[CH]OCCC<=>[CH2]N=O+CCCOCC,CN=O,C[CH]OCCC,[CH2]N=O,CCCOCC,CN=O+C[CH]OCCC,[CH2]N=O+CCCOCC,True,True,True,True,rmg_rxn_590
CN=O+[CH2]CCOCC<=>[CH2]N=O+CCCOCC,CN=O,[CH2]CCOCC,[CH2]N=O,CCCOCC,CN=O+[CH2]CCOCC,[CH2]N=O+CCCOCC,True,True,True,True,rmg_rxn_591
CN=O+[CH2]COCCC<=>[CH2]N=O+CCCOCC,CN=O,[CH2]COCCC,[CH2]N=O,CCCOCC,CN=O+[CH2]COCCC,[CH2]N=O+CCCOCC,True,True,True,True,rmg_rxn_592
[SH]+CN=O<=>S+[CH2]N=O,[SH],CN=O,S,[CH2]N=O,[SH]+CN=O,S+[CH2]N=O,True,True,True,True,rmg_rxn_596
[CH2]N=O+CCN=O<=>CN=O+CC=N[O],[CH2]N=O,CCN=O,CN=O,CC=N[O],[CH2]N=O+CCN=O,CN=O+CC=N[O],True,True,True,True,rmg_rxn_599
CN=O+[CH2]CN=O<=>[CH2]N=O+CCN=O,CN=O,[CH2]CN=O,[CH2]N=O,CCN=O,CN=O+[CH2]CN=O,[CH2]N=O+CCN=O,True,True,True,True,rmg_rxn_600
CN=O+CC[N]<=>[CH2]N=O+CC[NH],CN=O,CC[N],[CH2]N=O,CC[NH],CN=O+CC[N],[CH2]N=O+CC[NH],True,True,True,True,rmg_rxn_605
[N]N+CN=O<=>[NH]N+[CH2]N=O,[N]N,CN=O,[NH]N,[CH2]N=O,[N]N+CN=O,[NH]N+[CH2]N=O,True,True,True,True,rmg_rxn_606
CN=O+[CH]CC<=>[CH2]N=O+[CH2]CC,CN=O,[CH]CC,[CH2]N=O,[CH2]CC,CN=O+[CH]CC,[CH2]N=O+[CH2]CC,True,True,True,True,rmg_rxn_607
CN=O+CC=N[O]<=>[CH2]N=O+CC=NO,CN=O,CC=N[O],[CH2]N=O,CC=NO,CN=O+CC=N[O],[CH2]N=O+CC=NO,True,True,True,True,rmg_rxn_610
CN=O+CCC[O]<=>[CH2]N=O+CCCO,CN=O,CCC[O],[CH2]N=O,CCCO,CN=O+CCC[O],[CH2]N=O+CCCO,True,True,True,True,rmg_rxn_611
CN=O+CC[O]<=>[CH2]N=O+CCO,CN=O,CC[O],[CH2]N=O,CCO,CN=O+CC[O],[CH2]N=O+CCO,True,True,True,True,rmg_rxn_613
[O]O+[CH2]N=O<=>[O][O]+CN=O,[O]O,[CH2]N=O,[O][O],CN=O,[O]O+[CH2]N=O,[O][O]+CN=O,True,True,True,True,rmg_rxn_614
CN=O+[CH2]CC<=>[CH2]N=O+CCC,CN=O,[CH2]CC,[CH2]N=O,CCC,CN=O+[CH2]CC,[CH2]N=O+CCC,True,True,True,True,rmg_rxn_617
CN=O+[CH2]SCC<=>[CH2]N=O+CSCC,CN=O,[CH2]SCC,[CH2]N=O,CSCC,CN=O+[CH2]SCC,[CH2]N=O+CSCC,True,True,True,True,rmg_rxn_618
C1COCOC1+[CH2]COCC<=>[CH]1COCOC1+CCOCC,C1COCOC1,[CH2]COCC,[CH]1COCOC1,CCOCC,C1COCOC1+[CH2]COCC,[CH]1COCOC1+CCOCC,True,True,True,True,rmg_rxn_628
C1COCOC1+[CH2]COCC<=>[CH]1CCOCO1+CCOCC,C1COCOC1,[CH2]COCC,[CH]1CCOCO1,CCOCC,C1COCOC1+[CH2]COCC,[CH]1CCOCO1+CCOCC,True,True,True,True,rmg_rxn_629
C1COCOC1+[CH2]COCC<=>[CH]1OCCCO1+CCOCC,C1COCOC1,[CH2]COCC,[CH]1OCCCO1,CCOCC,C1COCOC1+[CH2]COCC,[CH]1OCCCO1+CCOCC,True,True,True,True,rmg_rxn_630
S+[CH2]COCC<=>[SH]+CCOCC,S,[CH2]COCC,[SH],CCOCC,S+[CH2]COCC,[SH]+CCOCC,True,True,True,True,rmg_rxn_631
[CH2]COCC+CCSCC<=>CCS[CH]C+CCOCC,[CH2]COCC,CCSCC,CCS[CH]C,CCOCC,[CH2]COCC+CCSCC,CCS[CH]C+CCOCC,True,True,True,True,rmg_rxn_632
[CH2]COCC+CCSCC<=>[CH2]CSCC+CCOCC,[CH2]COCC,CCSCC,[CH2]CSCC,CCOCC,[CH2]COCC+CCSCC,[CH2]CSCC+CCOCC,True,True,True,True,rmg_rxn_633
CCN=O+[CH2]COCC<=>CC=N[O]+CCOCC,CCN=O,[CH2]COCC,CC=N[O],CCOCC,CCN=O+[CH2]COCC,CC=N[O]+CCOCC,True,True,True,True,rmg_rxn_634
CCN=O+[CH2]COCC<=>[CH2]CN=O+CCOCC,CCN=O,[CH2]COCC,[CH2]CN=O,CCOCC,CCN=O+[CH2]COCC,[CH2]CN=O+CCOCC,True,True,True,True,rmg_rxn_635
CC#N+[CH2]COCC<=>C=C=[N]+CCOCC,CC#N,[CH2]COCC,C=C=[N],CCOCC,CC#N+[CH2]COCC,C=C=[N]+CCOCC,True,True,True,True,rmg_rxn_638
CC#CC+[CH2]COCC<=>[CH2]C#CC+CCOCC,CC#CC,[CH2]COCC,[CH2]C#CC,CCOCC,CC#CC+[CH2]COCC,[CH2]C#CC+CCOCC,True,True,True,True,rmg_rxn_639
CC[NH]+[CH2]COCC<=>CC[N]+CCOCC,CC[NH],[CH2]COCC,CC[N],CCOCC,CC[NH]+[CH2]COCC,CC[N]+CCOCC,True,True,True,True,rmg_rxn_640
[NH]N+[CH2]COCC<=>[N]N+CCOCC,[NH]N,[CH2]COCC,[N]N,CCOCC,[NH]N+[CH2]COCC,[N]N+CCOCC,True,True,True,True,rmg_rxn_641
[CH]CC+CCOCC<=>[CH2]CC+[CH2]COCC,[CH]CC,CCOCC,[CH2]CC,[CH2]COCC,[CH]CC+CCOCC,[CH2]CC+[CH2]COCC,True,True,True,True,rmg_rxn_642
