reaction,reactant_0,reactant_1,product_0,product_1
rxn_922,C#C[C](C)C#C,CCC,C#CC(C)C#C,C[CH]C
rxn_924,C[CH]c1ccccc1,CCC,CCc1ccccc1,C[CH]C
rxn_926,C=[C]C,CCC,C=CC,C[CH]C
rxn_927,C=[C]C=C,CCC,C=CC=C,C[CH]C
rxn_928,[c]1ccccc1,CCC,c1ccccc1,C[CH]C
rxn_929,C#C[C]=C,CCC,C#CC=C,C[CH]C
rxn_930,[CH2]S,CCC,CS,C[CH]C
rxn_931,C[CH]S,CCC,CCS,C[CH]C
rxn_933,C[C](S)C,CCC,CC(S)C,C[CH]C
rxn_934,[CH2]C=S,CCC,CC=S,C[CH]C
rxn_935,C[CH]C=S,CCC,CCC=S,C[CH]C
rxn_936,S=C[C](C)C,CCC,S=CC(C)C,C[CH]C
rxn_938,C=[C]C=S,CCC,C=CC=S,C[CH]C
rxn_940,C[C](C=C)S,CCC,CC(C=C)S,C[CH]C
rxn_943,S[CH]C#C,CCC,SCC#C,C[CH]C
rxn_944,C[C](C#C)S,CCC,CC(C#C)S,C[CH]C
rxn_948,C[C]=S,CCC,CC=S,C[CH]C
rxn_949,S[C]=S,CCC,SC=S,C[CH]C
rxn_950,C=C[C]=S,CCC,C=CC=S,C[CH]C
rxn_954,C[CH2],CC(C)C,CC,C[C](C)C
rxn_956,[CH2]C=C,CC(C)C,C=CC,C[C](C)C
rxn_960,C=C[C](C)C=C,CC(C)C,C=CC(C)C=C,C[C](C)C
rxn_962,C#C[CH]C,CC(C)C,C#CCC,C[C](C)C
rxn_964,C#C[CH]C#C,CC(C)C,C#CCC#C,C[C](C)C
rxn_965,C#C[C](C)C#C,CC(C)C,C#CC(C)C#C,C[C](C)C
rxn_966,[CH2]c1ccccc1,CC(C)C,Cc1ccccc1,C[C](C)C
rxn_969,C=[C]C,CC(C)C,C=CC,C[C](C)C
rxn_971,[c]1ccccc1,CC(C)C,c1ccccc1,C[C](C)C
rxn_973,[CH2]S,CC(C)C,CS,C[C](C)C
rxn_974,C[CH]S,CC(C)C,CCS,C[C](C)C
rxn_978,C[CH]C=S,CC(C)C,CCC=S,C[C](C)C
rxn_979,S=C[C](C)C,CC(C)C,S=CC(C)C,C[C](C)C
rxn_982,S[CH]C=C,CC(C)C,SCC=C,C[C](C)C
rxn_983,C[C](C=C)S,CC(C)C,CC(C=C)S,C[C](C)C
rxn_984,S[CH]C=S,CC(C)C,SCC=S,C[C](C)C
rxn_985,C[C](C=S)S,CC(C)C,CC(C=S)S,C[C](C)C
rxn_987,C[C](C#C)S,CC(C)C,CC(C#C)S,C[C](C)C
rxn_991,C[C]=S,CC(C)C,CC=S,C[C](C)C
rxn_993,C=C[C]=S,CC(C)C,C=CC=S,C[C](C)C
rxn_995,[H],C=CC,[H][H],[CH2]C=C
rxn_996,[CH3],C=CC,C,[CH2]C=C
rxn_997,C=CC,C[CH2],CC,[CH2]C=C
rxn_998,C=CC,C[CH]C,CCC,[CH2]C=C
rxn_999,C=CC,C[C](C)C,CC(C)C,[CH2]C=C
rxn_1000,C=C[CH]C,C=CC,C=CCC,[CH2]C=C
rxn_1001,C=C[C](C)C,C=CC,C=CC(C)C,[CH2]C=C
rxn_1003,C=C[C](C)C=C,C=CC,C=CC(C)C=C,[CH2]C=C
rxn_1005,C#C[CH]C,C=CC,C#CCC,[CH2]C=C
rxn_1006,C#C[C](C)C,C=CC,C#CC(C)C,[CH2]C=C
rxn_1007,C#C[CH]C#C,C=CC,C#CCC#C,[CH2]C=C
rxn_1008,C#C[C](C)C#C,C=CC,C#CC(C)C#C,[CH2]C=C
rxn_1009,C=CC,[CH2]c1ccccc1,Cc1ccccc1,[CH2]C=C
rxn_1011,C=CC,C[C](C)c1ccccc1,CC(C)c1ccccc1,[CH2]C=C
rxn_1012,[CH]=C,C=CC,C=C,[CH2]C=C
rxn_1014,C=[C]C=C,C=CC,C=CC=C,[CH2]C=C
rxn_1015,C=CC,[c]1ccccc1,c1ccccc1,[CH2]C=C
rxn_1016,C#C[C]=C,C=CC,C#CC=C,[CH2]C=C
rxn_1017,[CH2]S,C=CC,CS,[CH2]C=C
rxn_1018,C[CH]S,C=CC,CCS,[CH2]C=C
rxn_1019,C[C](S)C,C=CC,CC(S)C,[CH2]C=C
rxn_1020,C=CC,[CH2]C=S,CC=S,[CH2]C=C
rxn_1023,S=C[C](C)C,C=CC,S=CC(C)C,[CH2]C=C
rxn_1025,C=[C]C=S,C=CC,C=CC=S,[CH2]C=C
rxn_1026,S[CH]C=C,C=CC,SCC=C,[CH2]C=C
rxn_1027,C[C](C=C)S,C=CC,CC(C=C)S,[CH2]C=C
rxn_1028,S[CH]C=S,C=CC,SCC=S,[CH2]C=C
rxn_1029,C[C](C=S)S,C=CC,CC(C=S)S,[CH2]C=C
rxn_1030,S[CH]C#C,C=CC,SCC#C,[CH2]C=C
rxn_1031,C[C](C#C)S,C=CC,CC(C#C)S,[CH2]C=C
rxn_1036,S[C]=S,C=CC,SC=S,[CH2]C=C
rxn_1037,C=CC,C=C[C]=S,C=CC=S,[CH2]C=C
rxn_1039,C=CCC,C[CH2],CC,C=C[CH]C
rxn_1040,C=CCC,C[CH]C,CCC,C=C[CH]C
rxn_1042,[CH2]C=C,C=CCC,C=CC,C=C[CH]C
rxn_1043,C=C[C](C)C,C=CCC,C=CC(C)C,C=C[CH]C
rxn_1044,C=C[CH]C=C,C=CCC,C=CCC=C,C=C[CH]C
rxn_1045,C=C[C](C)C=C,C=CCC,C=CC(C)C=C,C=C[CH]C
rxn_1047,C#C[CH]C,C=CCC,C#CCC,C=C[CH]C
rxn_1048,C#C[C](C)C,C=CCC,C#CC(C)C,C=C[CH]C
rxn_1049,C#C[CH]C#C,C=CCC,C#CCC#C,C=C[CH]C
rxn_1050,C#C[C](C)C#C,C=CCC,C#CC(C)C#C,C=C[CH]C
rxn_1052,C=CCC,C[CH]c1ccccc1,CCc1ccccc1,C=C[CH]C
rxn_1053,C=CCC,C[C](C)c1ccccc1,CC(C)c1ccccc1,C=C[CH]C
rxn_1054,[CH]=C,C=CCC,C=C,C=C[CH]C
rxn_1055,C=[C]C,C=CCC,C=CC,C=C[CH]C
rxn_1056,C=[C]C=C,C=CCC,C=CC=C,C=C[CH]C
rxn_1057,C=CCC,[c]1ccccc1,c1ccccc1,C=C[CH]C
rxn_1058,C#C[C]=C,C=CCC,C#CC=C,C=C[CH]C
rxn_1059,[CH2]S,C=CCC,CS,C=C[CH]C
rxn_1060,C[CH]S,C=CCC,CCS,C=C[CH]C
rxn_1061,C[C](S)C,C=CCC,CC(S)C,C=C[CH]C
rxn_1062,[CH2]C=S,C=CCC,CC=S,C=C[CH]C
rxn_1063,C[CH]C=S,C=CCC,CCC=S,C=C[CH]C
rxn_1067,C=[C]C=S,C=CCC,C=CC=S,C=C[CH]C
rxn_1069,C[C](C=C)S,C=CCC,CC(C=C)S,C=C[CH]C
rxn_1070,S[CH]C=S,C=CCC,SCC=S,C=C[CH]C
rxn_1071,C[C](C=S)S,C=CCC,CC(C=S)S,C=C[CH]C
rxn_1072,S[CH]C#C,C=CCC,SCC#C,C=C[CH]C
rxn_1077,C=CCC,C[C]=S,CC=S,C=C[CH]C
rxn_1078,S[C]=S,C=CCC,SC=S,C=C[CH]C
rxn_1079,C=C[C]=S,C=CCC,C=CC=S,C=C[CH]C
rxn_1081,[H],C=CC(C)C,[H][H],C=C[C](C)C
rxn_1082,[CH3],C=CC(C)C,C,C=C[C](C)C
rxn_1083,C=CC(C)C,C[CH2],CC,C=C[C](C)C
rxn_1085,C=CC(C)C,C[C](C)C,CC(C)C,C=C[C](C)C
rxn_1086,C=CC(C)C,[CH2]C=C,C=CC,C=C[C](C)C
rxn_1087,C=CC(C)C,C=C[CH]C,C=CCC,C=C[C](C)C
rxn_1088,C=C[CH]C=C,C=CC(C)C,C=CCC=C,C=C[C](C)C
rxn_1089,C=C[C](C)C=C,C=CC(C)C,C=CC(C)C=C,C=C[C](C)C
rxn_1091,C#C[CH]C,C=CC(C)C,C#CCC,C=C[C](C)C
rxn_1092,C#C[C](C)C,C=CC(C)C,C#CC(C)C,C=C[C](C)C
rxn_1093,C#C[CH]C#C,C=CC(C)C,C#CCC#C,C=C[C](C)C
rxn_1095,C=CC(C)C,[CH2]c1ccccc1,Cc1ccccc1,C=C[C](C)C
rxn_1098,[CH]=C,C=CC(C)C,C=C,C=C[C](C)C
rxn_1099,C=[C]C,C=CC(C)C,C=CC,C=C[C](C)C
rxn_1103,[CH2]S,C=CC(C)C,CS,C=C[C](C)C
rxn_1104,C[CH]S,C=CC(C)C,CCS,C=C[C](C)C
rxn_1105,C[C](S)C,C=CC(C)C,CC(S)C,C=C[C](C)C
rxn_1106,[CH2]C=S,C=CC(C)C,CC=S,C=C[C](C)C
rxn_1110,C#C[C]=C,C=CC(C)C,C#CC=C,C=C[C](C)C
rxn_1111,C=[C]C=S,C=CC(C)C,C=CC=S,C=C[C](C)C
rxn_1113,C[C](C=C)S,C=CC(C)C,CC(C=C)S,C=C[C](C)C
rxn_1114,S[CH]C=S,C=CC(C)C,SCC=S,C=C[C](C)C
rxn_1116,S[CH]C#C,C=CC(C)C,SCC#C,C=C[C](C)C
rxn_1121,C=CC(C)C,C[C]=S,CC=S,C=C[C](C)C
rxn_1122,S[C]=S,C=CC(C)C,SC=S,C=C[C](C)C
rxn_1124,S=[C]C#C,C=CC(C)C,S=CC#C,C=C[C](C)C
rxn_1125,[H],C=CCC=C,[H][H],C=C[CH]C=C
rxn_1126,[CH3],C=CCC=C,C,C=C[CH]C=C
rxn_1127,C=CCC=C,C[CH2],CC,C=C[CH]C=C
rxn_1128,C=CCC=C,C[CH]C,CCC,C=C[CH]C=C
rxn_1130,[CH2]C=C,C=CCC=C,C=CC,C=C[CH]C=C
rxn_1131,C=CCC=C,C=C[CH]C,C=CCC,C=C[CH]C=C
rxn_1133,C=CCC=C,C=C[C](C)C=C,C=CC(C)C=C,C=C[CH]C=C
rxn_1135,C#C[CH]C,C=CCC=C,C#CCC,C=C[CH]C=C
rxn_1136,C#C[C](C)C,C=CCC=C,C#CC(C)C,C=C[CH]C=C
rxn_1138,C#C[C](C)C#C,C=CCC=C,C#CC(C)C#C,C=C[CH]C=C
rxn_1140,C=CCC=C,C[CH]c1ccccc1,CCc1ccccc1,C=C[CH]C=C
rxn_1142,[CH]=C,C=CCC=C,C=C,C=C[CH]C=C
rxn_1143,C=[C]C,C=CCC=C,C=CC,C=C[CH]C=C
rxn_1144,C=[C]C=C,C=CCC=C,C=CC=C,C=C[CH]C=C
rxn_1145,C=CCC=C,[c]1ccccc1,c1ccccc1,C=C[CH]C=C
rxn_1146,C#C[C]=C,C=CCC=C,C#CC=C,C=C[CH]C=C
rxn_1149,C[C](S)C,C=CCC=C,CC(S)C,C=C[CH]C=C
rxn_1151,C[CH]C=S,C=CCC=C,CCC=S,C=C[CH]C=C
rxn_1152,C=CCC=C,S=C[C](C)C,S=CC(C)C,C=C[CH]C=C
rxn_1155,C=[C]C=S,C=CCC=C,C=CC=S,C=C[CH]C=C
rxn_1156,S[CH]C=C,C=CCC=C,SCC=C,C=C[CH]C=C
rxn_1157,C[C](C=C)S,C=CCC=C,CC(C=C)S,C=C[CH]C=C
rxn_1158,S[CH]C=S,C=CCC=C,SCC=S,C=C[CH]C=C
rxn_1159,C[C](C=S)S,C=CCC=C,CC(C=S)S,C=C[CH]C=C
rxn_1165,C=CCC=C,C[C]=S,CC=S,C=C[CH]C=C
rxn_1166,S[C]=S,C=CCC=C,SC=S,C=C[CH]C=C
rxn_1169,[H],C=CC(C)C=C,[H][H],C=C[C](C)C=C
rxn_1170,[CH3],C=CC(C)C=C,C,C=C[C](C)C=C
rxn_1172,C=CC(C)C=C,C[CH]C,CCC,C=C[C](C)C=C
rxn_1173,C=CC(C)C=C,C[C](C)C,CC(C)C,C=C[C](C)C=C
rxn_1174,[CH2]C=C,C=CC(C)C=C,C=CC,C=C[C](C)C=C
rxn_1175,C=CC(C)C=C,C=C[CH]C,C=CCC,C=C[C](C)C=C
rxn_1176,C=CC(C)C=C,C=C[C](C)C,C=CC(C)C,C=C[C](C)C=C
rxn_1177,C=C[CH]C=C,C=CC(C)C=C,C=CCC=C,C=C[C](C)C=C
rxn_1179,C#C[CH]C,C=CC(C)C=C,C#CCC,C=C[C](C)C=C
rxn_1180,C#C[C](C)C,C=CC(C)C=C,C#CC(C)C,C=C[C](C)C=C
rxn_1181,C#C[CH]C#C,C=CC(C)C=C,C#CCC#C,C=C[C](C)C=C
rxn_1182,C#C[C](C)C#C,C=CC(C)C=C,C#CC(C)C#C,C=C[C](C)C=C
rxn_1183,C=CC(C)C=C,[CH2]c1ccccc1,Cc1ccccc1,C=C[C](C)C=C
rxn_1184,C=CC(C)C=C,C[CH]c1ccccc1,CCc1ccccc1,C=C[C](C)C=C
rxn_1185,C=CC(C)C=C,C[C](C)c1ccccc1,CC(C)c1ccccc1,C=C[C](C)C=C
rxn_1186,[CH]=C,C=CC(C)C=C,C=C,C=C[C](C)C=C
rxn_1187,C=[C]C,C=CC(C)C=C,C=CC,C=C[C](C)C=C
rxn_1188,C=[C]C=C,C=CC(C)C=C,C=CC=C,C=C[C](C)C=C
rxn_1189,C=CC(C)C=C,[c]1ccccc1,c1ccccc1,C=C[C](C)C=C
rxn_1190,C#C[C]=C,C=CC(C)C=C,C#CC=C,C=C[C](C)C=C
rxn_1191,[CH2]S,C=CC(C)C=C,CS,C=C[C](C)C=C
rxn_1192,C[CH]S,C=CC(C)C=C,CCS,C=C[C](C)C=C
rxn_1194,C=CC(C)C=C,[CH2]C=S,CC=S,C=C[C](C)C=C
rxn_1195,C[CH]C=S,C=CC(C)C=C,CCC=S,C=C[C](C)C=C
rxn_1196,C=CC(C)C=C,S=C[C](C)C,S=CC(C)C,C=C[C](C)C=C
rxn_1198,C=[C]C=S,C=CC(C)C=C,C=CC=S,C=C[C](C)C=C
rxn_1200,S[CH]C=C,C=CC(C)C=C,SCC=C,C=C[C](C)C=C
rxn_1201,C[C](C=C)S,C=CC(C)C=C,CC(C=C)S,C=C[C](C)C=C
rxn_1202,S[CH]C=S,C=CC(C)C=C,SCC=S,C=C[C](C)C=C
rxn_1203,C[C](C=S)S,C=CC(C)C=C,CC(C=S)S,C=C[C](C)C=C
rxn_1204,S[CH]C#C,C=CC(C)C=C,SCC#C,C=C[C](C)C=C
rxn_1205,C[C](C#C)S,C=CC(C)C=C,CC(C#C)S,C=C[C](C)C=C
rxn_1209,C=CC(C)C=C,C[C]=S,CC=S,C=C[C](C)C=C
rxn_1210,S[C]=S,C=CC(C)C=C,SC=S,C=C[C](C)C=C
rxn_1211,C=CC(C)C=C,C=C[C]=S,C=CC=S,C=C[C](C)C=C
rxn_1213,[H],C#CC,[H][H],C#C[CH2]
rxn_1214,C#CC,[CH3],C,C#C[CH2]
rxn_1215,C#CC,C[CH2],CC,C#C[CH2]
rxn_1216,C#CC,C[CH]C,CCC,C#C[CH2]
rxn_1217,C#CC,C[C](C)C,CC(C)C,C#C[CH2]
rxn_1219,C#CC,C=C[CH]C,C=CCC,C#C[CH2]
rxn_1220,C#CC,C=C[C](C)C,C=CC(C)C,C#C[CH2]
rxn_1221,C#CC,C=C[CH]C=C,C=CCC=C,C#C[CH2]
rxn_1222,C#CC,C=C[C](C)C=C,C=CC(C)C=C,C#C[CH2]
rxn_1223,C#CC,C#C[CH]C,C#CCC,C#C[CH2]
rxn_1224,C#CC,C#C[C](C)C,C#CC(C)C,C#C[CH2]
rxn_1225,C#CC,C#C[CH]C#C,C#CCC#C,C#C[CH2]
rxn_1226,C#CC,C#C[C](C)C#C,C#CC(C)C#C,C#C[CH2]
rxn_1227,C#CC,[CH2]c1ccccc1,Cc1ccccc1,C#C[CH2]
rxn_1228,C#CC,C[CH]c1ccccc1,CCc1ccccc1,C#C[CH2]
rxn_1229,C#CC,C[C](C)c1ccccc1,CC(C)c1ccccc1,C#C[CH2]
rxn_1230,C#CC,[CH]=C,C=C,C#C[CH2]
rxn_1231,C#CC,C=[C]C,C=CC,C#C[CH2]
rxn_1232,C#CC,C=[C]C=C,C=CC=C,C#C[CH2]
rxn_1233,C#CC,[c]1ccccc1,c1ccccc1,C#C[CH2]
rxn_1234,C#C[C]=C,C#CC,C#CC=C,C#C[CH2]
rxn_1235,C#CC,[CH2]S,CS,C#C[CH2]
rxn_1236,C#CC,C[CH]S,CCS,C#C[CH2]
rxn_1237,C#CC,C[C](S)C,CC(S)C,C#C[CH2]
rxn_1238,C#CC,[CH2]C=S,CC=S,C#C[CH2]
rxn_1239,C#CC,C[CH]C=S,CCC=S,C#C[CH2]
rxn_1240,C#CC,S=C[C](C)C,S=CC(C)C,C#C[CH2]
rxn_1242,C#CC,C=[C]C=S,C=CC=S,C#C[CH2]
rxn_1243,C#CC,S[CH]C=C,SCC=C,C#C[CH2]
rxn_1245,C#CC,C[C](C=C)S,CC(C=C)S,C#C[CH2]
rxn_1246,C#CC,S[CH]C=S,SCC=S,C#C[CH2]
rxn_1247,C#CC,C[C](C=S)S,CC(C=S)S,C#C[CH2]
rxn_1248,C#CC,S[CH]C#C,SCC#C,C#C[CH2]
rxn_1249,C#CC,C[C](C#C)S,CC(C#C)S,C#C[CH2]
rxn_1253,C#CC,C[C]=S,CC=S,C#C[CH2]
rxn_1254,S[C]=S,C#CC,SC=S,C#C[CH2]
rxn_1255,C#CC,C=C[C]=S,C=CC=S,C#C[CH2]
rxn_1256,S=[C]C#C,C#CC,S=CC#C,C#C[CH2]
rxn_1257,[H],C#CCC,[H][H],C#C[CH]C
rxn_1258,C#CCC,[CH3],C,C#C[CH]C
rxn_1259,C#CCC,C[CH2],CC,C#C[CH]C
rxn_1260,C#CCC,C[CH]C,CCC,C#C[CH]C
rxn_1262,C#CCC,[CH2]C=C,C=CC,C#C[CH]C
rxn_1263,C#CCC,C=C[CH]C,C=CCC,C#C[CH]C
rxn_1264,C#CCC,C=C[C](C)C,C=CC(C)C,C#C[CH]C
rxn_1265,C#CCC,C=C[CH]C=C,C=CCC=C,C#C[CH]C
rxn_1266,C#CCC,C=C[C](C)C=C,C=CC(C)C=C,C#C[CH]C
rxn_1268,C#CCC,C#C[C](C)C,C#CC(C)C,C#C[CH]C
rxn_1269,C#C[CH]C#C,C#CCC,C#CCC#C,C#C[CH]C
rxn_1270,C#C[C](C)C#C,C#CCC,C#CC(C)C#C,C#C[CH]C
rxn_1271,C#CCC,[CH2]c1ccccc1,Cc1ccccc1,C#C[CH]C
rxn_1272,C#CCC,C[CH]c1ccccc1,CCc1ccccc1,C#C[CH]C
rxn_1273,C#CCC,C[C](C)c1ccccc1,CC(C)c1ccccc1,C#C[CH]C
rxn_1274,C#CCC,[CH]=C,C=C,C#C[CH]C
rxn_1275,C#CCC,C=[C]C,C=CC,C#C[CH]C
rxn_1276,C#CCC,C=[C]C=C,C=CC=C,C#C[CH]C
rxn_1277,C#CCC,[c]1ccccc1,c1ccccc1,C#C[CH]C
rxn_1278,C#C[C]=C,C#CCC,C#CC=C,C#C[CH]C
rxn_1279,C#CCC,[CH2]S,CS,C#C[CH]C
rxn_1280,C#CCC,C[CH]S,CCS,C#C[CH]C
rxn_1281,C#CCC,C[C](S)C,CC(S)C,C#C[CH]C
rxn_1282,C#CCC,[CH2]C=S,CC=S,C#C[CH]C
rxn_1283,C#CCC,C[CH]C=S,CCC=S,C#C[CH]C
rxn_1284,C#CCC,S=C[C](C)C,S=CC(C)C,C#C[CH]C
rxn_1286,C#CCC,C=[C]C=S,C=CC=S,C#C[CH]C
rxn_1287,C#CCC,S[CH]C=C,SCC=C,C#C[CH]C
rxn_1288,C#CCC,C[C](C=C)S,CC(C=C)S,C#C[CH]C
rxn_1290,C#CCC,S[CH]C=S,SCC=S,C#C[CH]C
rxn_1292,C#CCC,S[CH]C#C,SCC#C,C#C[CH]C
rxn_1293,C#CCC,C[C](C#C)S,CC(C#C)S,C#C[CH]C
rxn_1297,C#CCC,C[C]=S,CC=S,C#C[CH]C
rxn_1298,S[C]=S,C#CCC,SC=S,C#C[CH]C
rxn_1299,C#CCC,C=C[C]=S,C=CC=S,C#C[CH]C
rxn_1301,[H],C#CC(C)C,[H][H],C#C[C](C)C
rxn_1302,C#CC(C)C,[CH3],C,C#C[C](C)C
rxn_1303,C#CC(C)C,C[CH2],CC,C#C[C](C)C
rxn_1304,C#CC(C)C,C[CH]C,CCC,C#C[C](C)C
rxn_1306,C#CC(C)C,[CH2]C=C,C=CC,C#C[C](C)C
rxn_1308,C#CC(C)C,C=C[C](C)C,C=CC(C)C,C#C[C](C)C
rxn_1309,C#CC(C)C,C=C[CH]C=C,C=CCC=C,C#C[C](C)C
rxn_1310,C#CC(C)C,C=C[C](C)C=C,C=CC(C)C=C,C#C[C](C)C
rxn_1314,C#C[C](C)C#C,C#CC(C)C,C#CC(C)C#C,C#C[C](C)C
rxn_1316,C#CC(C)C,C[CH]c1ccccc1,CCc1ccccc1,C#C[C](C)C
rxn_1317,C#CC(C)C,C[C](C)c1ccccc1,CC(C)c1ccccc1,C#C[C](C)C
rxn_1318,C#CC(C)C,[CH]=C,C=C,C#C[C](C)C
rxn_1319,C#CC(C)C,C=[C]C,C=CC,C#C[C](C)C
rxn_1320,C#CC(C)C,C=[C]C=C,C=CC=C,C#C[C](C)C
rxn_1321,C#CC(C)C,[c]1ccccc1,c1ccccc1,C#C[C](C)C
rxn_1322,C#CC(C)C,C#C[C]=C,C#CC=C,C#C[C](C)C
rxn_1323,C#CC(C)C,[CH2]S,CS,C#C[C](C)C
rxn_1324,C#CC(C)C,C[CH]S,CCS,C#C[C](C)C
rxn_1325,C#CC(C)C,C[C](S)C,CC(S)C,C#C[C](C)C
rxn_1326,C#CC(C)C,[CH2]C=S,CC=S,C#C[C](C)C
rxn_1327,C#CC(C)C,C[CH]C=S,CCC=S,C#C[C](C)C
rxn_1328,C#CC(C)C,S=C[C](C)C,S=CC(C)C,C#C[C](C)C
rxn_1330,C#CC(C)C,C=[C]C=S,C=CC=S,C#C[C](C)C
rxn_1331,C#CC(C)C,S[CH]C=C,SCC=C,C#C[C](C)C
rxn_1332,C#CC(C)C,C[C](C=C)S,CC(C=C)S,C#C[C](C)C
rxn_1333,C#CC(C)C,S[CH]C=S,SCC=S,C#C[C](C)C
rxn_1336,S[CH]C#C,C#CC(C)C,SCC#C,C#C[C](C)C
rxn_1337,C#CC(C)C,C[C](C#C)S,CC(C#C)S,C#C[C](C)C
rxn_1341,C#CC(C)C,C[C]=S,CC=S,C#C[C](C)C
rxn_1342,C#CC(C)C,S[C]=S,SC=S,C#C[C](C)C
rxn_1345,[H],C#CCC#C,[H][H],C#C[CH]C#C
rxn_1346,C#CCC#C,[CH3],C,C#C[CH]C#C
rxn_1347,C#CCC#C,C[CH2],CC,C#C[CH]C#C
rxn_1348,C#CCC#C,C[CH]C,CCC,C#C[CH]C#C
rxn_1349,C#CCC#C,C[C](C)C,CC(C)C,C#C[CH]C#C
rxn_1350,C#CCC#C,[CH2]C=C,C=CC,C#C[CH]C#C
rxn_1351,C#CCC#C,C=C[CH]C,C=CCC,C#C[CH]C#C
rxn_1352,C#CCC#C,C=C[C](C)C,C=CC(C)C,C#C[CH]C#C
rxn_1353,C#CCC#C,C=C[CH]C=C,C=CCC=C,C#C[CH]C#C
rxn_1354,C#CCC#C,C=C[C](C)C=C,C=CC(C)C=C,C#C[CH]C#C
rxn_1356,C#CCC#C,C#C[CH]C,C#CCC,C#C[CH]C#C
rxn_1357,C#C[C](C)C,C#CCC#C,C#CC(C)C,C#C[CH]C#C
rxn_1358,C#CCC#C,C#C[C](C)C#C,C#CC(C)C#C,C#C[CH]C#C
rxn_1359,C#CCC#C,[CH2]c1ccccc1,Cc1ccccc1,C#C[CH]C#C
rxn_1360,C#CCC#C,C[CH]c1ccccc1,CCc1ccccc1,C#C[CH]C#C
rxn_1361,C#CCC#C,C[C](C)c1ccccc1,CC(C)c1ccccc1,C#C[CH]C#C
rxn_1362,C#CCC#C,[CH]=C,C=C,C#C[CH]C#C
rxn_1363,C#CCC#C,C=[C]C,C=CC,C#C[CH]C#C
rxn_1364,C#CCC#C,C=[C]C=C,C=CC=C,C#C[CH]C#C
rxn_1365,C#CCC#C,[c]1ccccc1,c1ccccc1,C#C[CH]C#C
rxn_1366,C#C[C]=C,C#CCC#C,C#CC=C,C#C[CH]C#C
rxn_1367,C#CCC#C,[CH2]S,CS,C#C[CH]C#C
rxn_1368,C#CCC#C,C[CH]S,CCS,C#C[CH]C#C
rxn_1369,C#CCC#C,C[C](S)C,CC(S)C,C#C[CH]C#C
rxn_1370,C#CCC#C,[CH2]C=S,CC=S,C#C[CH]C#C
rxn_1371,C#CCC#C,C[CH]C=S,CCC=S,C#C[CH]C#C
rxn_1372,C#CCC#C,S=C[C](C)C,S=CC(C)C,C#C[CH]C#C
rxn_1374,C#CCC#C,C=[C]C=S,C=CC=S,C#C[CH]C#C
rxn_1375,C#CCC#C,S[CH]C=C,SCC=C,C#C[CH]C#C
rxn_1376,C#CCC#C,C[C](C=C)S,CC(C=C)S,C#C[CH]C#C
rxn_1377,C#CCC#C,S[CH]C=S,SCC=S,C#C[CH]C#C
rxn_1378,C#CCC#C,C[C](C=S)S,CC(C=S)S,C#C[CH]C#C
rxn_1380,C#CCC#C,S[CH]C#C,SCC#C,C#C[CH]C#C
rxn_1381,C[C](C#C)S,C#CCC#C,CC(C#C)S,C#C[CH]C#C
rxn_1386,C#CCC#C,S[C]=S,SC=S,C#C[CH]C#C
rxn_1387,C#CCC#C,C=C[C]=S,C=CC=S,C#C[CH]C#C
rxn_1389,[H],C#CC(C)C#C,[H][H],C#C[C](C)C#C
rxn_1390,C#CC(C)C#C,[CH3],C,C#C[C](C)C#C
rxn_1391,C#CC(C)C#C,C[CH2],CC,C#C[C](C)C#C
rxn_1392,C#CC(C)C#C,C[CH]C,CCC,C#C[C](C)C#C
rxn_1394,C#CC(C)C#C,[CH2]C=C,C=CC,C#C[C](C)C#C
rxn_1395,C#CC(C)C#C,C=C[CH]C,C=CCC,C#C[C](C)C#C
rxn_1396,C#CC(C)C#C,C=C[C](C)C,C=CC(C)C,C#C[C](C)C#C
rxn_1397,C#CC(C)C#C,C=C[CH]C=C,C=CCC=C,C#C[C](C)C#C
rxn_1398,C#CC(C)C#C,C=C[C](C)C=C,C=CC(C)C=C,C#C[C](C)C#C
rxn_1400,C#CC(C)C#C,C#C[CH]C,C#CCC,C#C[C](C)C#C
rxn_1401,C#CC(C)C#C,C#C[C](C)C,C#CC(C)C,C#C[C](C)C#C
rxn_1402,C#C[CH]C#C,C#CC(C)C#C,C#CCC#C,C#C[C](C)C#C
rxn_1403,C#CC(C)C#C,[CH2]c1ccccc1,Cc1ccccc1,C#C[C](C)C#C
rxn_1404,C#CC(C)C#C,C[CH]c1ccccc1,CCc1ccccc1,C#C[C](C)C#C
rxn_1405,C#CC(C)C#C,C[C](C)c1ccccc1,CC(C)c1ccccc1,C#C[C](C)C#C
rxn_1406,C#CC(C)C#C,[CH]=C,C=C,C#C[C](C)C#C
rxn_1407,C#CC(C)C#C,C=[C]C,C=CC,C#C[C](C)C#C
rxn_1408,C#CC(C)C#C,C=[C]C=C,C=CC=C,C#C[C](C)C#C
rxn_1409,C#CC(C)C#C,[c]1ccccc1,c1ccccc1,C#C[C](C)C#C
rxn_1410,C#CC(C)C#C,C#C[C]=C,C#CC=C,C#C[C](C)C#C
rxn_1411,C#CC(C)C#C,[CH2]S,CS,C#C[C](C)C#C
rxn_1412,C#CC(C)C#C,C[CH]S,CCS,C#C[C](C)C#C
rxn_1413,C#CC(C)C#C,C[C](S)C,CC(S)C,C#C[C](C)C#C
